X,Y,SUBST_ID,SUB_NAME,SYS_NAME,SUB_TYPE,SUBSTATION_VOLTAGE,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,NOTE,OBJECTID
-116.369942777197423,34.206820898665306,1759,Nugget,Devers 220/115 System,D -- Distribution,33/25 kV,1.539,0.056,1.595,8.9,20.91,12.45,Deliverability in this area has not been determined by previous interconnection studies.,562
-117.440619084200449,33.858551743838049,1669,El Sobrante,Mira Loma 220/66 System,D -- Distribution,33/12 kV,4.627,0.329,4.956,23.2,22.45,22.79,Interconnection studies in this area have identified adequate deliverability.,563
-116.653235334280382,34.956931161779622,1678,Harvard,Kramer 220/115 System,D -- Distribution,33/12 kV,0.225,0.183,0.408,1.5,42.87,3.58,Interconnection studies in this area have identified inadequate deliverability.,564
-114.622696803343629,33.659915721256013,1656,Defrain,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,0.517,0.009,0.527,3.5,15.93,5.69,Interconnection studies in this area have identified inadequate deliverability.,565
-117.324403464565393,34.739570731863395,1679,Helendale,Victor 220/115 System,D -- Distribution,33/12 kV,6.843,0.031,6.875,11.8,63.52,6.49,Interconnection studies in this area have identified adequate deliverability.,566
-116.975597247223746,33.746928918829184,1680,Hemet,Valley 'Ab' 500/115 System,D -- Distribution,33/12 kV,1.648,0.007,1.655,21,7.74,22.88,Deliverability in this area has not been determined by previous interconnection studies.,567
-117.155427888357167,34.906385782175093,1682,Hinkley,Kramer 220/115 System,D -- Distribution,33/12 kV,0.386,0.006,0.392,3,24.03,4.28,Interconnection studies in this area have identified inadequate deliverability.,568
-117.815734016028031,35.647958639705358,1687,Inyokern Town,Kramer 220/115 System,D -- Distribution,33/4.8 kV,11.125,0,11.125,0.4,260.12,0.51,Interconnection studies in this area have identified inadequate deliverability.,569
-116.505045224152823,33.932236355019974,1805,Coffee,Devers 220/115 System,D -- Distribution,33/12 kV,9.945,3.869,13.813,51.5,149.73,0,Deliverability in this area has not been determined by previous interconnection studies.,570
-116.315241069916809,34.135991678336197,1688,Joshua Tree,Devers 220/115 System,D -- Distribution,33/12 kV,0.845,0.007,0.852,5.3,17.27,4.34,Deliverability in this area has not been determined by previous interconnection studies.,571
-117.434939419341262,34.077107422124648,1691,Kempster,Vista 220/115 System,D -- Distribution,33/4.16 kV,0.591,0.009,0.6,4.3,14.28,4.88,Interconnection studies in this area have identified adequate deliverability.,572
-116.817264026559513,34.864562457422643,1699,Minneola,Kramer 220/115 System,D -- Distribution,33/12 kV,0.213,0,0.213,3.2,6.73,3.99,Interconnection studies in this area have identified inadequate deliverability.,573
-117.171891302687754,33.947800865302639,1700,Moreno,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,9.983,2.495,12.478,44.8,25.59,33.33,Deliverability in this area has not been determined by previous interconnection studies.,574
-117.18773358410165,33.540205550606217,1702,Murrietta,Valley 'D' 500/115 System,D -- Distribution,33/12 kV,4.2933,0,4.2933,21.7,21.87,23.26,Deliverability in this area has not been determined by previous interconnection studies.,575
-117.338868713988674,34.157579472568592,1705,Muscoy,Vista 220/115 System,D -- Distribution,33/4.16 kV,0.308,0,0.308,4.3,8.26,3.98,Interconnection studies in this area have identified adequate deliverability.,576
-116.514005672075214,33.829775395657158,1709,Belding,Devers 220/115 System,D -- Distribution,33/4.16 kV,1.359,0.017,1.375,6.4,22.35,7.96,Deliverability in this area has not been determined by previous interconnection studies.,577
-114.518069859607181,33.728792191812261,1710,North Intake,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,0.012,0,0.012,1.1,1.06,13.99,Interconnection studies in this area have identified inadequate deliverability.,578
-117.882330096796721,35.012830143218565,1711,North Muroc,Kramer 220/115 System,D -- Distribution,33/12 kV,0.14,0,0.14,1,15.96,1.35,Interconnection studies in this area have identified inadequate deliverability.,579
-116.546011785062319,33.845389271624335,1712,Holiday,Devers 220/115 System,D -- Distribution,33/4.16 kV,2.018,0.046,2.063,8.2,25.71,15.71,Deliverability in this area has not been determined by previous interconnection studies.,580
-118.033241511143714,33.730408022363079,921,Bolsa,Barre 220/66 System,D -- Distribution,66/12 kV,3.382,11.198,14.58,40,37.46,25.02,Interconnection studies in this area have identified adequate deliverability.,581
-117.801165996641288,33.734831997946905,922,Bryan,Villa Park 220/66 System,D -- Distribution,66/12 kV,8.082,3.188,11.27,100.8,11.94,88.77,Interconnection studies in this area have identified adequate deliverability.,582
-118.016982248842922,33.692358669834924,1015,Slater,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,6.623,0.11,6.733,50,14.02,48.99,Interconnection studies in this area have identified adequate deliverability.,583
-117.632069994981009,33.629716996955374,1023,Chiquita,Viejo 220/66 System,D -- Distribution,66/12 kV,11.136,2.992,14.128,97,11.58,92.77,Interconnection studies in this area have identified adequate deliverability.,584
-118.042835162645275,33.954122361046217,924,Murphy,Center 220/66 System,D -- Distribution,66/12 kV,1.654,0.024,1.677,44.8,3.83,43.09,Interconnection studies in this area have identified adequate deliverability.,585
-117.879699000499826,33.910013996738172,925,Carolina,Olinda 220/66 System,D -- Distribution,66/12 kV,14.814,0.972,15.786,88.8,7.47,94.17,Interconnection studies in this area have identified adequate deliverability.,586
-118.047173143321956,33.903243889925278,926,Carmenita,Del Amo 220/66 System,D -- Distribution,66/12 kV,15.86,2.849,18.709,65.2,26.6,66.65,Interconnection studies in this area have identified adequate deliverability.,587
-117.963980123537141,33.915624736400432,928,Parkwood,Olinda 220/66 System,D -- Distribution,66/12 kV,6.381,3.004,9.385,64.7,11.91,65.1,Interconnection studies in this area have identified adequate deliverability.,588
-117.92485144742696,33.630015724362778,929,Costa Mesa,Ellis 'A' 220/66 System,D -- Distribution,12/4.16 kV,1.114,0.02,1.134,11.4,11.38,13.57,Interconnection studies in this area have identified adequate deliverability.,589
-117.863902305891628,33.608690174555122,930,Crown,Santiago 220/66 System,D -- Distribution,66/12 kV,4.62,2.467,7.087,63,6.3,87.58,Interconnection studies in this area have identified adequate deliverability.,590
-118.027647704564487,33.850669277206009,931,Ely,Barre 220/66 System,D -- Distribution,66/12 kV,5.094,1.747,6.841,65,10.44,99.61,Interconnection studies in this area have identified adequate deliverability.,591
-118.129756369623919,33.937162907372802,932,Downey,Center 220/66 System,D -- Distribution,12/4.16 kV,0.872,0.02,0.891,10.6,8.74,14.07,Interconnection studies in this area have identified adequate deliverability.,592
-117.867648931904995,33.694206002255058,933,Fairview,Johanna 220/66 System,D -- Distribution,66/12 kV,4.028,0,4.028,96.2,2.86,93.45,Interconnection studies in this area have identified adequate deliverability.,593
-117.920980619444123,33.868010146119829,935,Fullerton,Barre 220/66 System,D -- Distribution,66/4.16 kV,4.169,0.797,4.966,6,6.41,8.62,Interconnection studies in this area have identified adequate deliverability.,594
-118.111476055139022,33.961371489002758,936,Gallatin,Center 220/66 System,D -- Distribution,66/12 kV,4.876,0.496,5.373,44.8,12.98,38.98,Interconnection studies in this area have identified adequate deliverability.,595
-117.953029004453569,33.654994997913626,937,Hamilton,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,7.328,15.091,22.419,54.2,16.79,46.91,Interconnection studies in this area have identified adequate deliverability.,596
-117.883289311568916,33.713342930398213,938,Camden,Johanna 220/66 System,D -- Distribution,66/12 kV,7.313,0.447,7.76,44.8,19.1,36.24,Interconnection studies in this area have identified adequate deliverability.,597
-117.997213847242094,33.6651890137368,940,Wave,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,3.807,1.107,4.915,40,13.06,50.78,Interconnection studies in this area have identified adequate deliverability.,598
-117.742532154054629,33.683391670936913,942,Irvine,Santiago 220/66 System,D -- Distribution,66/12 kV,8.966,0.245,9.211,78,18.38,86.47,Interconnection studies in this area have identified adequate deliverability.,599
-117.933355973393219,33.925035192984872,944,La Habra,Olinda 220/66 System,D -- Distribution,66/12 kV,7.009,2.229,9.238,96,10.8,90.43,Interconnection studies in this area have identified adequate deliverability.,600
-117.972851995775883,33.876880004106525,945,Gilbert,Barre 220/66 System,D -- Distribution,66/12 kV,10.079,1.626,11.705,83.8,10.74,81,Interconnection studies in this area have identified adequate deliverability.,601
-118.014572997793636,33.88865000004111,946,La Mirada,Del Amo 220/66 System,D -- Distribution,66/12 kV,8.384,4.407,12.791,43.1,12.33,46.42,Interconnection studies in this area have identified adequate deliverability.,602
-117.852485996034815,33.766437996962239,947,La Veta,Villa Park 220/66 System,D -- Distribution,66/12 kV,6.145,0.169,6.314,83,7.86,91.88,Interconnection studies in this area have identified adequate deliverability.,603
-117.778535506849693,33.552258717118143,948,Morro,Santiago 220/66 System,D -- Distribution,66/12 kV,2.305,0.093,2.398,30.4,8.54,39.25,Interconnection studies in this area have identified adequate deliverability.,604
-118.072360922928397,33.809912681053014,949,Cypress,Del Amo 220/66 System,D -- Distribution,66/12 kV,7.365,10.798,18.163,76.1,23,66.5,Interconnection studies in this area have identified adequate deliverability.,605
-118.067893339610691,34.005690470591354,951,Narrows,Mesa 220/66 System,D -- Distribution,66/12 kV,6.858,8.813,15.671,89.3,25.82,67.34,Interconnection studies in this area have identified adequate deliverability.,606
-117.987683173031854,33.716255098922375,955,Oceanview,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,4.89,1.099,5.99,52.8,11.99,49.67,Interconnection studies in this area have identified adequate deliverability.,607
-117.861435001217131,33.790074001498617,956,Orange,Villa Park 220/66 System,D -- Distribution,66/12 kV,4.361,1.05,5.411,77.7,7.4,75.05,Interconnection studies in this area have identified adequate deliverability.,608
-117.698009847451516,33.609728305641617,958,Moulton,Santiago 220/66 System,D -- Distribution,66/12 kV,8.914,0.185,9.099,85,11.02,80.23,Interconnection studies in this area have identified adequate deliverability.,609
-118.101437279431025,33.969554418153898,961,Rivera,Center 220/66 System,D -- Distribution,12/4.16 kV,0.905,0.005,0.91,11.9,7.89,11.06,Interconnection studies in this area have identified adequate deliverability.,610
-118.058698980269796,33.948120111972528,963,Santa Fe Springs,Center 220/66 System,D -- Distribution,66/12 kV,4.788,4.4,9.188,96,5.08,91.12,Interconnection studies in this area have identified adequate deliverability.,611
-117.912685467414391,33.687492973574784,971,Gisler,Ellis 'C' 220/66 System,D -- Distribution,66/12 kV,10.077,0.033,10.11,78.4,6.67,94.77,Interconnection studies in this area have identified adequate deliverability.,612
-118.140533282916039,33.940160346885428,964,Stewart,Center 220/66 System,D -- Distribution,66/12 kV,2.874,0.553,3.427,68,4.57,64.89,Interconnection studies in this area have identified adequate deliverability.,613
-117.919788996134884,33.714082000884325,965,Talbert,Ellis 'C' 220/66 System,D -- Distribution,66/12 kV,1.587,0.912,2.499,54.9,5.53,53.37,Interconnection studies in this area have identified adequate deliverability.,614
-117.955800043000409,33.737159489923755,966,Brookhurst,Ellis 'C' 220/66 System,D -- Distribution,66/12 kV,5.796,1.486,7.283,44.8,13.15,38.91,Interconnection studies in this area have identified adequate deliverability.,615
-117.859221995226463,33.756806004356577,968,Washington,Villa Park 220/66 System,D -- Distribution,66/12 kV,2.329,0.767,3.097,44,5.55,42.36,Interconnection studies in this area have identified adequate deliverability.,616
-117.993356114899441,33.753664475523792,972,Cedarwood,Barre 220/66 System,D -- Distribution,12/4.16 kV,0.137,0,0.137,1.7,8.59,5.81,Interconnection studies in this area have identified adequate deliverability.,617
-117.849054381343819,33.732917436418568,974,Chestnut,Johanna 220/66 System,D -- Distribution,66/12 kV,18.401,0.642,19.043,95.4,7.16,93.97,Interconnection studies in this area have identified adequate deliverability.,618
-117.901964202059204,33.744823696760847,975,Sullivan,Ellis 'C' 220/66 System,D -- Distribution,66/12 kV,3.738,0.03,3.768,70.6,4.67,82.7,Interconnection studies in this area have identified adequate deliverability.,619
-118.078196794933987,34.001690111697478,977,Bartolo,Mesa 220/66 System,D -- Distribution,12/4.16 kV,0.42,0.191,0.611,6,10.7,5.36,Interconnection studies in this area have identified adequate deliverability.,620
-117.827901524973214,33.687249709710372,1024,Estrella,Santiago 220/66 System,D -- Distribution,66/12 kV,5.405,23.215,28.62,104.9,21.44,89.52,Interconnection studies in this area have identified adequate deliverability.,621
-118.026810003104131,33.817459999643624,980,Marion,Barre 220/66 System,D -- Distribution,66/12 kV,7.898,1.453,9.351,79.4,10.57,72.81,Interconnection studies in this area have identified adequate deliverability.,622
-118.01125537392231,33.773355036520428,983,Shawnee,Barre 220/66 System,D -- Distribution,66/12 kV,5.638,14.621,20.259,50.4,36.8,31.85,Interconnection studies in this area have identified adequate deliverability.,623
-117.898398500337322,33.777969962501842,984,Lampson,Barre 220/66 System,D -- Distribution,66/12 kV,4.63,3.524,8.154,72.5,7.4,73.04,Interconnection studies in this area have identified adequate deliverability.,624
-117.935479363451094,33.635450335714886,986,Lafayette,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,0.789,5.473,6.262,65,3.47,64.95,Interconnection studies in this area have identified adequate deliverability.,625
-117.980169771793314,33.846268089422374,987,La Palma,Barre 220/66 System,D -- Distribution,66/12 kV,4.401,1.234,5.634,53.6,9.16,73.49,Interconnection studies in this area have identified adequate deliverability.,626
-117.865956402603445,33.63852216179589,988,Macarthur,Santiago 220/66 System,D -- Distribution,66/12 kV,11.631,1.523,13.154,73.6,9.43,93.85,Interconnection studies in this area have identified adequate deliverability.,627
-117.868339704019135,33.727041659253317,989,Edinger,Johanna 220/66 System,D -- Distribution,12/4.16 kV,0.561,0.008,0.569,6.9,9.41,9.35,Interconnection studies in this area have identified adequate deliverability.,628
-117.847507819292801,33.671694341756066,993,Cabrillo,Johanna 220/66 System,D -- Distribution,66/12 kV,23.624,3.612,27.236,136.2,4.08,140.05,Interconnection studies in this area have identified adequate deliverability.,629
-117.787693470946849,33.887333236309978,994,Yorba Linda,Villa Park 220/66 System,D -- Distribution,66/12 kV,13.841,0.292,14.134,84,15.2,71.23,Interconnection studies in this area have identified adequate deliverability.,630
-117.960203813593552,33.869182861337443,996,Basta,Barre 220/66 System,D -- Distribution,12/4.16 kV,0.162,0,0.162,1.3,15.29,7.31,Interconnection studies in this area have identified adequate deliverability.,631
-118.081223192176736,33.915550875345751,999,Pioneer,Center 220/66 System,D -- Distribution,66/12 kV,1.729,3.499,5.229,53,7.75,48.89,Interconnection studies in this area have identified adequate deliverability.,632
-117.749231548695079,33.597683637690707,995,Borrego,Santiago 220/66 System,D -- Distribution,66/12 kV,4.76,0.056,4.817,64.1,7.08,79.46,Interconnection studies in this area have identified adequate deliverability.,633
-117.878615994288225,33.871192999621776,1003,Placentia,Villa Park 220/66 System,D -- Distribution,66/12 kV,6.01,1.242,7.252,67.2,9.92,60.53,Interconnection studies in this area have identified adequate deliverability.,634
-117.748072682452701,33.871538676553008,1004,Canyon,Villa Park 220/66 System,D -- Distribution,66/12 kV,5.524,0.184,5.708,41.4,14.03,66.99,Interconnection studies in this area have identified adequate deliverability.,635
-117.992268003562117,33.932316996783129,1006,Telegraph,Olinda 220/66 System,D -- Distribution,66/12 kV,6.874,0.308,7.183,102,7.42,104.43,Interconnection studies in this area have identified adequate deliverability.,636
-118.082168998694982,33.964235003356855,1007,Passons,Center 220/66 System,D -- Distribution,66/12 kV,3.873,0.778,4.651,44.8,9.99,40.33,Interconnection studies in this area have identified adequate deliverability.,637
-117.890246159776538,33.653277667455846,1009,Paularino,Ellis 'A' 220/66 System,D -- Distribution,12/4.16 kV,0.47,0,0.47,3.9,13.38,4.48,Interconnection studies in this area have identified adequate deliverability.,638
-117.714766906675422,33.563136500520621,1001,Niguel,Santiago 220/66 System,D -- Distribution,66/12 kV,10.856,1.239,12.095,70.5,10.63,76.51,Interconnection studies in this area have identified adequate deliverability.,639
-118.094179002428149,33.935487995667572,1010,Floraday,Center 220/66 System,D -- Distribution,12/4.16 kV,0.82,0,0.82,7.8,11.01,9.82,Interconnection studies in this area have identified adequate deliverability.,640
-117.979817003381243,33.766406997428234,1011,Trask,Barre 220/66 System,D -- Distribution,66/12 kV,7.286,1.902,9.188,88.6,11.13,90.95,Interconnection studies in this area have identified adequate deliverability.,641
-119.236837159535725,37.221600581935782,1061,Camp 10,Big Creek 220/220 System,D -- Distribution,33/7 kV,0,0,0,0.1,0,0.5,Interconnection studies in this area have identified inadequate deliverability.,642
-117.412255994524955,34.575970418989897,1829,Roadway,Victor 220/115 System,D -- Distribution,115/12 kV,11.881,15.65,27.531,53.4,52.13,56.15,Interconnection studies in this area have identified adequate deliverability.,643
-117.043982936430126,33.541903039032839,1831,Pauba,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,7.734,0.079,7.813,42.6,19.29,47.78,Deliverability in this area has not been determined by previous interconnection studies.,644
-116.532662024032973,33.813512587522638,1745,Thornhill,Devers 220/115 System,D -- Distribution,115/12 kV,7.953,0.225,8.178,52.4,13.2,49.08,Deliverability in this area has not been determined by previous interconnection studies.,645
-117.203397449320349,33.557654783501974,1813,Stadler,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,13.235,0.209,13.444,106.7,26.46,83.78,Deliverability in this area has not been determined by previous interconnection studies.,646
-117.556710923175871,34.425084183324131,1751,Phelan,Victor 220/115 System,D -- Distribution,115/33 kV,12.715,0.102,12.818,9.7,2.99,27.71,Interconnection studies in this area have identified adequate deliverability.,647
-117.589087745727952,33.881954536976224,1765,Perez,Mira Loma 220/66 System,D -- Distribution,33/4.16 kV,0.113,0.004,0.117,2.3,5.16,2.38,Interconnection studies in this area have identified adequate deliverability.,648
-116.651587243737623,33.918420539610018,1767,Whitewater,Devers 220/115 System,D -- Distribution,33/4.16 kV,0.013,0,0.013,0.4,3.16,0.99,Deliverability in this area has not been determined by previous interconnection studies.,649
-116.830480021256534,34.903804309470452,1769,Yermo,Kramer 220/115 System,D -- Distribution,33/12 kV,0.209,0.205,0.414,2.6,8.51,5.03,Interconnection studies in this area have identified inadequate deliverability.,650
-117.255185399111696,33.585685909944395,1771,Tenaja,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,10.221,0.474,10.694,51.6,22.03,44.63,Deliverability in this area has not been determined by previous interconnection studies.,651
-115.120469189878392,34.147559355722734,238,Iron Mt. (Sce),Mwd 220/220 System,D -- Distribution,7/16 kV,0,0,0,0,0,2.5,Interconnection studies in this area have identified adequate deliverability.,652
-117.588831999858144,33.858190001156331,1776,Jefferson,Mira Loma 220/66 System,D -- Distribution,66/12 kV,11.923,0.119,12.042,112,11.62,98.99,Interconnection studies in this area have identified adequate deliverability.,653
-117.571295887483856,33.884334150766946,1782,Corona,Mira Loma 220/66 System,D -- Distribution,66/12 kV,41.77,5.324,47.094,134.4,14.51,114.9,Interconnection studies in this area have identified adequate deliverability.,654
-116.866424742809656,34.859010381842772,1787,Gale,Kramer 220/115 System,D -- Distribution,115/33 kV,14.577,9.107,23.684,12.3,334.02,5.17,Interconnection studies in this area have identified inadequate deliverability.,655
-117.207099995002707,33.687065002693927,1818,Newcomb,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,32.353,2.012,34.364,112,32.48,75.62,Deliverability in this area has not been determined by previous interconnection studies.,656
-117.325881465397288,33.67450557184722,1667,Elsinore,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,12.115,23.574,35.689,56,23.93,42.6,Deliverability in this area has not been determined by previous interconnection studies.,657
-116.343210993941895,33.729443748424536,1686,Indian Wells,Mirage 220/115 System,D -- Distribution,115/12 kV,17.442,0.167,17.61,101.1,18.24,93.57,Interconnection studies in this area have identified inadequate deliverability.,658
-117.373848418551219,33.700818708472831,1834,Fogarty,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,5.387,0.453,5.84,29.8,20.62,49.85,Deliverability in this area has not been determined by previous interconnection studies.,659
-117.056401210985157,33.492149432748299,1836,Pechanga,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,16.725,0.406,17.131,84,22.22,65.34,Deliverability in this area has not been determined by previous interconnection studies.,660
-117.139922781500289,33.503816631077306,1649,Moraga,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,12.687,1.303,13.991,112,14.52,95.74,Deliverability in this area has not been determined by previous interconnection studies.,661
-118.203466161516857,34.579690275241191,1862,Ritter Ranch,Antelope 220/66 System,D -- Distribution,66/12 kV,1.194,0.009,1.203,6.8,18.22,26.76,Interconnection studies in this area have identified adequate deliverability.,662
-119.008225882043817,34.816776769648918,632,Frazier Park,Bailey 220/66 System,D -- Distribution,66/12 kV,0.517,0.047,0.564,7.2,8.49,12.43,Interconnection studies in this area have identified adequate deliverability.,663
-117.849043114673535,33.919298215642478,1028,Brea,Olinda 220/66 System,D -- Distribution,66/12 kV,24.215,1.77,25.986,61.4,29.55,46.26,Interconnection studies in this area have identified adequate deliverability.,664
-117.688150001775071,33.650239003616228,1026,Limestone,Viejo 220/66 System,D -- Distribution,66/12 kV,17.349,1.715,19.064,126.2,9.87,136.34,Interconnection studies in this area have identified adequate deliverability.,665
-117.999884883534847,33.745052056203789,979,Team,Barre 220/66 System,D -- Distribution,66/12 kV,3.651,3.976,7.628,44.8,12.18,39.34,Interconnection studies in this area have identified adequate deliverability.,666
-117.604985831385619,33.643224296374129,1027,O'Neill,Viejo 220/66 System,D -- Distribution,66/12 kV,11.45195,0,11.45195,84,11.61,74.25,Interconnection studies in this area have identified adequate deliverability.,667
-119.154986373702357,37.260346664025683,619,Lunar,Big Creek 220/220 System,D -- Distribution,33/12 kV,0.005,0,0.005,2.3,0.2,3.75,Interconnection studies in this area have identified inadequate deliverability.,668
-117.516671460470505,33.827998499063163,1581,Temescal P.T.,Mira Loma 220/66 System,A -- District Pole Top,33/12 kV,1.934,0,1.934,5.1,31.64,5.89,Interconnection studies in this area have identified adequate deliverability.,669
-114.167526386744299,34.259309517973314,1848,Big Bend Bia,Parker 161/66 System,D -- Distribution,33/12 kV,0,0,0,2.1,0,3.75,Interconnection studies in this area have identified inadequate deliverability.,670
-114.961395347788283,34.845461610547297,341,Camino,Camino 220/16 System,D -- Distribution,16/16 kV,0,0,0,0.4,1.17,14,Deliverability in this area has not been determined by previous interconnection studies.,671
-117.950879450963015,36.082697937301795,1892,Coso,Kramer 220/115 System,D -- Distribution,115/12 kV,0,0.21,0.21,0.8,0,7,Interconnection studies in this area have identified inadequate deliverability.,672
-117.077429126971111,33.967165609173286,1861,El Casco,El Casco 220/115 System,D -- Distribution,115/12 kV,3.954,0.048,4.002,19.6,21.97,51.69,Deliverability in this area has not been determined by previous interconnection studies.,673
-118.363967339456835,33.858743709092927,2195,Pruitt P.T.,La Fresa 220/66 System,A -- District Pole Top,16/4.16 kV,0.161,0.003,0.164,0.9,18.58,0.84,Interconnection studies in this area have identified adequate deliverability.,674
-117.68845280409441,35.620413318938759,2027,Downs,Kramer 220/115 System,D -- Distribution,115/12 kV,10.009,0.223,10.231,48.3,24.6,44.13,Interconnection studies in this area have identified inadequate deliverability.,675
-118.036612880320178,34.057801822039316,2183,Autobody,Rio Hondo 220/66 System,D -- Distribution,16/4.16 kV,0.01405,0,0.01405,1,1.41,0.99,Interconnection studies in this area have identified adequate deliverability.,676
-117.739178409824021,33.71867641939199,1859,Las Lomas,Santiago 220/66 System,D -- Distribution,66/12 kV,27.07,0.852,27.922,47,62.15,54.76,Interconnection studies in this area have identified adequate deliverability.,677
-118.138834915463448,34.072323442069553,2177,Pedestrian P.T.,Eagle Rock 220/66 System,A -- District Pole Top,16/4.16 kV,0.044,0,0.044,2.2,2.01,2.46,Interconnection studies in this area have identified adequate deliverability.,678
-117.114861651772529,33.542546288928925,1889,Triton,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,12.028,0.245,12.274,54.5,23.8,43.02,Deliverability in this area has not been determined by previous interconnection studies.,679
-119.592151433955621,36.342019120408658,1877,Mascot,Rector 220/66 System,D -- Distribution,66/12 kV,6.422,0.11,6.532,24.9,28.06,49.01,Interconnection studies in this area have identified inadequate deliverability.,680
-117.340417087043335,35.028033092321522,2205,Harper Lake,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0.2,0,5,Interconnection studies in this area have identified inadequate deliverability.,681
-117.268775093865244,33.724980888102856,2208,Eagle Crest P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.059,0,0.059,1.1,5.24,1.44,Deliverability in this area has not been determined by previous interconnection studies.,682
-117.134104711408668,33.825579427403873,1890,Lakeview,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,3.393,3.064,6.457,20.6,33.63,49.07,Deliverability in this area has not been determined by previous interconnection studies.,683
-118.097167998314035,33.848225002728348,2128,Del Amo,Del Amo 220/66 System,D -- Distribution,66/12 kV,1.651,0.629,2.279,29.2,6.94,53.98,Interconnection studies in this area have identified adequate deliverability.,684
-117.883799723533571,33.607779443181087,2224,Yacht P.T.,Santiago 220/66 System,A -- District Pole Top,12/4.16 kV,0.05,0,0.05,2.7,1.86,3.7,Interconnection studies in this area have identified adequate deliverability.,685
-118.499682206568977,37.323718868802608,2243,Sinker P.T.,Inyo Sce 220/115 System,A -- District Pole Top,2.4/12 kV,0,0,0,1,0,1,Interconnection studies in this area have identified inadequate deliverability.,686
-117.296489411259373,33.723379891719972,2228,Sophie P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.565,0.013,0.578,5,12.09,4.4,Deliverability in this area has not been determined by previous interconnection studies.,687
-116.872845212351038,33.92244671654737,1781,Banning,El Casco 220/115 System,D -- Distribution,115/33 kV,0,0,0,68.6,4.66,108.8,Deliverability in this area has not been determined by previous interconnection studies.,688
-116.861546690492602,34.373486722984275,1785,Cottonwood,Victor 220/115 System,D -- Distribution,115/33 kV,30.171,3,33.171,46.8,128.88,0,Interconnection studies in this area have identified adequate deliverability.,689
-116.180621911194379,34.136814609589877,1789,Hi Desert,Devers 220/115 System,D -- Distribution,115/33 kV,42.327,3.024,45.351,36.2,143.59,4,Deliverability in this area has not been determined by previous interconnection studies.,690
-115.551280334973001,35.503245796106221,1791,Mt. Pass A,Eldorado 220/115 System,D -- Distribution,115/33 kV,1.7559,0,1.7559,4.2,1.63,13.93,Interconnection studies in this area have identified inadequate deliverability.,691
-117.653572561000132,35.379852243104466,1792,Randsburg,Kramer 220/115 System,D -- Distribution,115/33 kV,0,3,3,9.8,68.56,7.3,Interconnection studies in this area have identified inadequate deliverability.,692
-117.39879756339738,35.699336804227052,1794,Searles,Kramer 220/115 System,D -- Distribution,115/33 kV,0,3.26,3.26,20.7,113.08,1.63,Interconnection studies in this area have identified inadequate deliverability.,693
-117.048259665479137,34.077101247166958,1795,Zanja,El Casco 220/115 System,D -- Distribution,115/33 kV,0.001,0,0.001,6.3,0.44,27.97,Deliverability in this area has not been determined by previous interconnection studies.,694
-116.392173999981182,33.748927003253236,1796,Santa Rosa,Mirage 220/115 System,D -- Distribution,115/12 kV,19.72,0.063,19.783,108.3,17.82,92.71,Interconnection studies in this area have identified inadequate deliverability.,695
-114.550372001616395,33.611906001225307,1714,Olive Lake,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,4.51,0.187,4.697,6.6,72.63,5.72,Interconnection studies in this area have identified inadequate deliverability.,696
-117.115550478135759,34.865452138441171,1715,Ordway,Kramer 220/115 System,D -- Distribution,33/12 kV,1.195,0.004,1.199,7.6,16.49,9.25,Interconnection studies in this area have identified inadequate deliverability.,697
-117.334543726544254,34.602308078502197,1716,Oro Grande,Victor 220/115 System,D -- Distribution,33/12 kV,0.013,0,0.013,2,0.45,2.99,Interconnection studies in this area have identified adequate deliverability.,698
-116.543256050214694,33.799012589162174,1718,Palm Canyon,Devers 220/115 System,D -- Distribution,33/12 kV,5.822,0.098,5.92,28,21.79,21.9,Deliverability in this area has not been determined by previous interconnection studies.,699
-116.362285741633158,33.720183718079639,1720,Palm Village,Mirage 220/115 System,D -- Distribution,33/12 kV,6.324,0.029,6.353,44.4,14.2,38.5,Interconnection studies in this area have identified inadequate deliverability.,700
