X,Y,SUBST_ID,SUB_NAME,SYS_NAME,SUB_TYPE,SUBSTATION_VOLTAGE,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,NOTE,OBJECTID
-119.212593827296558,35.83453147958911,598,Columbine,Vestal 220/66 System,D -- Distribution,66/12 kV,2.613,0,2.613,12.1,29.69,22.48,Interconnection studies in this area have identified inadequate deliverability.,292
-119.365960831388449,36.341442029034255,599,Oak Grove,Rector 220/66 System,D -- Distribution,66/12 kV,17.822,7.475,25.297,85.7,26.56,78.03,Interconnection studies in this area have identified inadequate deliverability.,293
-118.556601200312556,35.73811940295132,601,Greenhorn,Vestal 220/66 System,D -- Distribution,66/2.4 kV,0.009,0,0.009,0.7,1.34,1.12,Interconnection studies in this area have identified inadequate deliverability.,294
-119.131175811139514,35.733897249641345,604,Quinn,Vestal 220/66 System,D -- Distribution,66/12 kV,0.059,1.34,1.399,20.2,10.21,25.94,Interconnection studies in this area have identified inadequate deliverability.,295
-119.29768400451978,36.415069999591466,605,Chatham,Rector 220/66 System,D -- Distribution,66/12 kV,2.878,1.636,4.514,12.4,39.22,23.12,Interconnection studies in this area have identified inadequate deliverability.,296
-119.614072101959124,34.439975635081261,1308,Tatanka P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.083,0.015,0.098,1.3,8.16,1.4,Interconnection studies in this area have identified adequate deliverability.,297
-118.179781559824818,34.037372944496902,1969,Belvedere P.T.,Mesa 220/66 System,A -- District Pole Top,16/4.16 kV,0.04,0,0.04,2.1,1.91,2.46,Interconnection studies in this area have identified adequate deliverability.,298
-117.28933408927287,33.551587377719834,1317,Cascade P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,1.985,0,1.985,5,41.8,2.91,Deliverability in this area has not been determined by previous interconnection studies.,299
-117.222397138278041,33.511142018117944,1318,Carancho P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,1.079,0,1.079,3.8,32.03,2.55,Deliverability in this area has not been determined by previous interconnection studies.,300
-116.308105916006753,34.138236439747061,1321,Chollita P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.265,0,0.265,1.9,33.09,4.37,Deliverability in this area has not been determined by previous interconnection studies.,301
-115.269076259333261,35.46867425519239,1322,Calcadia P.T.,Eldorado 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0,0,0.08,Interconnection studies in this area have identified inadequate deliverability.,302
-116.979741676889304,34.146346694462736,1324,Camp Angelus P.T.,El Casco 220/115 System,A -- District Pole Top,33/2.4 kV,0.005,0,0.005,0.5,0.92,0.75,Deliverability in this area has not been determined by previous interconnection studies.,303
-117.657631825885204,34.238769475556943,1325,Camp Baldy P.T.,Padua 220/66 System,A -- District Pole Top,12/2.4 kV,0.009,0,0.009,0,-533.84,0.49,Interconnection studies in this area have identified adequate deliverability.,304
-118.61583034655655,36.1396438759174,1326,Camp Nelson P.T.,Springville 220/66 System,A -- District Pole Top,12/4.16 kV,0,0,0,0.9,0,1.5,Interconnection studies in this area have identified inadequate deliverability.,305
-117.636907375175298,34.36169633325499,1327,Cardinal P.T.,Victor 220/115 System,A -- District Pole Top,12/2.4 kV,0.03,0,0.03,0.8,5.26,0.96,Interconnection studies in this area have identified adequate deliverability.,306
-118.650679379482881,35.877627012387073,1329,Capanero P.T.,Vestal 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.1,0,0.18,Interconnection studies in this area have identified inadequate deliverability.,307
-119.095560946467145,34.130415619055206,1330,Casper P.T.,Santa Clara 220/66 System,A -- District Pole Top,16/4.16 kV,0,0,0,0.1,0,0.1,Interconnection studies in this area have identified adequate deliverability.,308
-117.325308792098625,34.249470685800475,1332,Cedar Pines P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.012,0,0.012,0.3,3.96,0.44,Interconnection studies in this area have identified adequate deliverability.,309
-117.169502003220913,33.471775450022491,1334,Calamar P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.385,0,0.385,1.4,27.46,4.62,Deliverability in this area has not been determined by previous interconnection studies.,310
-117.252718946040048,34.237491161316022,1335,Chillon P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.006,0,0.006,0.6,0.93,0.99,Interconnection studies in this area have identified adequate deliverability.,311
-119.053811942165353,34.357287308360554,1461,Mckevett P.T.,Santa Clara 220/66 System,A -- District Pole Top,16/4.16 kV,0.019,0,0.019,0.6,3.19,0.73,Interconnection studies in this area have identified adequate deliverability.,312
-118.115589737269033,33.757585423605775,1462,Marina P.T.,Alamitos 220/66 System,A -- District Pole Top,12/4.16 kV,0,0,0,0.6,0,1,Interconnection studies in this area have identified adequate deliverability.,313
-117.325641770624955,34.741719664850542,1463,Mc Clary P.T.,Victor 220/115 System,A -- District Pole Top,33/4.16 kV,0.04,0,0.04,0.8,4.83,1.46,Interconnection studies in this area have identified adequate deliverability.,314
-118.779889076702133,35.459559322373906,1472,Mebane P.T.,Windhub 220/66 System,A -- District Pole Top,2.4/12 kV,0.007,0,0.007,0.1,14.21,0.29,Interconnection studies in this area have identified adequate deliverability.,315
-117.703767034224768,34.152162739321739,1474,Moab P.T.,Padua 220/66 System,A -- District Pole Top,12/4.16 kV,0.135,0,0.135,0.4,34.28,0.63,Interconnection studies in this area have identified adequate deliverability.,316
-118.379315407327297,34.013310002293359,1476,Moynier P.T.,La Cienega 220/66 System,A -- District Pole Top,16/4.16 kV,0.159,0.012,0.171,0.8,23.63,0.57,Interconnection studies in this area have identified adequate deliverability.,317
-116.580192907100226,34.047846982268354,1477,Mescalero P.T.,Devers 220/115 System,A -- District Pole Top,33/4.8 kV,0.208,0,0.208,1,20.84,0.79,Deliverability in this area has not been determined by previous interconnection studies.,318
-116.584076354616187,34.04294540129559,1479,Mockingbird P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.048,0,0.048,0.6,8.01,1.45,Deliverability in this area has not been determined by previous interconnection studies.,319
-118.637175160326947,35.821758143375973,1480,Mcclenny P.T.,Vestal 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.1,0,0.17,Interconnection studies in this area have identified inadequate deliverability.,320
-118.065580940423771,34.224819828037312,1902,Mt. Wilson,Gould 220/66 System,A -- District Pole Top,33/16 kV,0,0,0,4.2,0,10,Interconnection studies in this area have identified adequate deliverability.,321
-116.560470713040971,34.063814713065305,1912,Morongo P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.317,0.007,0.324,2.7,16.44,4.56,Deliverability in this area has not been determined by previous interconnection studies.,322
-117.184475653280941,34.266759825035365,1484,North Bay P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.013,0,0.013,0.7,1.82,0.99,Interconnection studies in this area have identified adequate deliverability.,323
-119.771638853073483,34.437249845912241,1490,Nogal P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.077,0,0.077,0.6,12.83,0.67,Interconnection studies in this area have identified adequate deliverability.,324
-118.060636636456167,34.225161582509877,1905,Observatory P.T.,Gould 220/66 System,A -- District Pole Top,16/4.16 kV,0,0,0,0.2,0,0.3,Interconnection studies in this area have identified adequate deliverability.,325
-117.398556532830227,35.716852570231133,1594,Westend P.T.,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0.007,0,0.007,0.1,10.1,0.99,Interconnection studies in this area have identified inadequate deliverability.,326
-119.744066746175335,34.45401946089779,1604,Westfall P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.27617,0,0.27617,1.5,22.42,1.16,Interconnection studies in this area have identified adequate deliverability.,327
-118.418387053891664,35.623318653758922,1605,Yankee P.T.,Vestal 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.1,0,0.05,Interconnection studies in this area have identified inadequate deliverability.,328
-118.121326992222762,33.859356755955908,2050,Coldbrook P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.053,0,0.053,0.9,7.02,0.94,Interconnection studies in this area have identified adequate deliverability.,329
-118.126011744158717,33.84791938777542,2029,Car Wash P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.097,0.008,0.105,1,10.48,0.9,Interconnection studies in this area have identified adequate deliverability.,330
-116.999261004407913,33.845238995549821,1695,Ridgeview P.T.,Valley 'Ab' 500/115 System,A -- District Pole Top,33/12 kV,1.48,0,1.48,4,1.37,5.2,Deliverability in this area has not been determined by previous interconnection studies.,331
-116.948895556631939,34.174853099943448,1763,Weesha P.T.,El Casco 220/115 System,A -- District Pole Top,33/2.4 kV,0,0,0,0.2,0,0.25,Deliverability in this area has not been determined by previous interconnection studies.,332
-117.599767986820737,34.379194888378578,1821,Oak Springs P.T.,Victor 220/115 System,A -- District Pole Top,33/12 kV,0.075,0,0.075,0.9,8.51,9.92,Interconnection studies in this area have identified adequate deliverability.,333
-117.073253190693592,34.240001457988967,1493,Oak Knoll P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.005,0,0.005,0.4,1.2,1,Interconnection studies in this area have identified adequate deliverability.,334
-117.284542601311514,33.922927640691185,1498,Outlaw P.T.,Valley 'Ab' 500/115 System,A -- District Pole Top,33/12 kV,0.055,0,0.055,2.9,2.23,5.54,Deliverability in this area has not been determined by previous interconnection studies.,335
-116.811242915654091,33.928160868945355,1499,Outlet P.T.,El Casco 220/115 System,A -- District Pole Top,33/12 kV,2.245,0,2.245,14,16.25,11.73,Deliverability in this area has not been determined by previous interconnection studies.,336
-119.799731788800315,34.452802768058696,1504,Par P.T.,Goleta 220/66 System,A -- District Pole Top,16/2.4 kV,0.019,0,0.019,0.1,13,0.13,Interconnection studies in this area have identified adequate deliverability.,337
-119.791241930526027,34.50419401454603,1505,Painted Cave P.T.,Goleta 220/66 System,A -- District Pole Top,16/2.4 kV,0.05,0,0.05,0.2,21.2,0.25,Interconnection studies in this area have identified adequate deliverability.,338
-116.897592665652965,33.967799003118735,1506,Pheasant P.T.,El Casco 220/115 System,A -- District Pole Top,33/12 kV,0.138,0,0.138,0.9,27.24,0.75,Deliverability in this area has not been determined by previous interconnection studies.,339
-116.611180264079835,34.369980615172317,1517,Peacor P.T.,Victor 220/115 System,A -- District Pole Top,33/12 kV,0.158,0.008,0.165,1.2,15.15,1.32,Interconnection studies in this area have identified adequate deliverability.,340
-118.635485147206509,35.81128829403972,1518,Poso Park P.T.,Vestal 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0,0,0.05,Interconnection studies in this area have identified inadequate deliverability.,341
-118.405787593635381,33.782530816959913,1519,Peacock U.G.S.,La Fresa 220/66 System,A -- District Pole Top,16/4.16 kV,0.006,0,0.006,0.7,0.93,1.49,Interconnection studies in this area have identified adequate deliverability.,342
-114.194854747468213,34.228937448746187,1521,Parker Strip,Parker 161/66 System,D -- Distribution,33/12 kV,0,0.152,0.152,3.8,5.73,3.54,Interconnection studies in this area have identified inadequate deliverability.,343
-119.629331381245208,34.433141347025646,2252,Pimiento P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.008,0,0.008,0.2,4.2,0.19,Interconnection studies in this area have identified adequate deliverability.,344
-117.558199229480721,33.869787126630293,2009,Papaya P.T.,Mira Loma 220/66 System,A -- District Pole Top,12/4.16 kV,0.06,0,0.06,1,8.8,0.92,Interconnection studies in this area have identified adequate deliverability.,345
-117.244677012020944,33.7841183368744,2077,Perris P.T.,Valley 'Ab' 500/115 System,A -- District Pole Top,33/12 kV,0.302,0.004,0.305,3.2,10.23,4.67,Deliverability in this area has not been determined by previous interconnection studies.,346
-118.100372580884937,34.260024949291711,1906,Red Box,Gould 220/66 System,A -- District Pole Top,33/16 kV,0,0,0,0.1,0,1.5,Interconnection studies in this area have identified adequate deliverability.,347
-117.189908263470684,34.236672705890733,1525,Ranger P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.6,0,1,Interconnection studies in this area have identified adequate deliverability.,348
-119.477795774319674,34.392668155042216,1530,Rincon P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.075,0,0.075,0.3,21.75,0.38,Interconnection studies in this area have identified adequate deliverability.,349
-118.169357831763065,33.907018654456735,1533,Richuson P.T.,Lighthipe 220/66 System,A -- District Pole Top,12/4.16 kV,0.025,0,0.025,0.4,6.37,0.98,Interconnection studies in this area have identified adequate deliverability.,350
-117.508729659859483,33.805426272023759,1868,Retreat P.T.,Mira Loma 220/66 System,A -- District Pole Top,33/12 kV,0.666,0.005,0.671,3.4,20.57,6.8,Interconnection studies in this area have identified adequate deliverability.,351
-118.159105719649858,33.893702861721444,1535,Ronnie P.T.,Center 220/66 System,A -- District Pole Top,12/4.16 kV,0.016,0,0.016,0.5,4.23,0.98,Interconnection studies in this area have identified adequate deliverability.,352
-116.566090801630523,33.963409383513479,1895,Skyborne P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.246,0.005,0.252,1.5,17.69,14.74,Deliverability in this area has not been determined by previous interconnection studies.,353
-117.205224675608846,34.59965106495374,1538,Styx P.T.,Victor 220/115 System,A -- District Pole Top,33/12 kV,1.321,0.01,1.331,4.4,56.51,5.03,Interconnection studies in this area have identified adequate deliverability.,354
-118.935409723415759,34.409905999377912,1539,Sespe P.T.,Saugus 220/66 System,A -- District Pole Top,16/4.16 kV,0.008,0,0.008,0.2,3.47,0.29,Interconnection studies in this area have identified adequate deliverability.,355
-116.502667848024743,33.794450054182491,1549,Southridge P.T.,Devers 220/115 System,A -- District Pole Top,33/4.16 kV,0.085,0,0.085,1.3,9.95,1.37,Deliverability in this area has not been determined by previous interconnection studies.,356
-118.903202628553473,34.142631055654633,1553,Sherwood P.T.,Moorpark 220/66 System,A -- District Pole Top,16/4.16 kV,0,0,0,0,41780.46,0.59,Interconnection studies in this area have identified adequate deliverability.,357
-116.675957568113617,33.904916760512243,1560,Snowcreek P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.005,0.35,0.355,0.5,137.88,0.35,Deliverability in this area has not been determined by previous interconnection studies.,358
-118.616101037697717,35.841197126763056,1561,Sugarloaf P.T.,Vestal 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.2,0,0.17,Interconnection studies in this area have identified inadequate deliverability.,359
-118.349996420357982,33.755750061890438,1564,Surrey U.G.S.,La Fresa 220/66 System,A -- District Pole Top,16/4.16 kV,0.117,0,0.117,0.7,21.18,1.36,Interconnection studies in this area have identified adequate deliverability.,360
-118.176893464508254,33.879733656516606,1567,Sunlight P.T.,Lighthipe 220/66 System,A -- District Pole Top,12/4.16 kV,0.068,0,0.068,0.8,9.11,0.68,Interconnection studies in this area have identified adequate deliverability.,361
-117.521650519358118,33.838549054237909,1568,Stroh P.T.,Mira Loma 220/66 System,A -- District Pole Top,33/4.16 kV,0.07,0.012,0.082,0.8,10.31,0.67,Interconnection studies in this area have identified adequate deliverability.,362
-116.918931408608714,34.311030761456792,1569,Scout P.T.,Victor 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0,0,0.3,Interconnection studies in this area have identified adequate deliverability.,363
-119.212081404003982,37.209727643648399,1570,Siphon P.T.,Big Creek 220/220 System,A -- District Pole Top,33/4.16 kV,0,0,0,0.3,0,1,Interconnection studies in this area have identified inadequate deliverability.,364
-118.119109443451748,33.865822836533852,1992,Soper P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.173,0.005,0.179,2.5,7.29,2.32,Interconnection studies in this area have identified adequate deliverability.,365
-116.732679632282284,33.706694509374742,1573,Tahquitz P.T.,Valley 'Ab' 500/115 System,A -- District Pole Top,33/12 kV,0.047,0,0.047,0.8,6.23,0.95,Deliverability in this area has not been determined by previous interconnection studies.,366
-118.819147658185528,34.787467518649223,1574,Tejon Peak P.T.,Bailey 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.1,0,0.1,Interconnection studies in this area have identified adequate deliverability.,367
-118.415037466165913,33.762340822693105,1577,Tyburn P.T.,La Fresa 220/66 System,A -- District Pole Top,16/4.16 kV,0.106,0,0.106,1.1,9.1,3.65,Interconnection studies in this area have identified adequate deliverability.,368
-119.152881453905039,37.239308564538177,1580,Tollhouse P.T.,Big Creek 220/220 System,A -- District Pole Top,12/4.16 kV,0.035,0,0.035,0.1,0,1,Interconnection studies in this area have identified inadequate deliverability.,369
-117.639930539381297,35.346320399487311,1583,Tumbleweed P.T.,Kramer 220/115 System,A -- District Pole Top,33/2.4 kV,0.008,0,0.008,0.2,3.72,0.99,Interconnection studies in this area have identified inadequate deliverability.,370
-117.259838347991618,34.243348251298499,1585,Valley Of The Moon P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.044,0,0.044,0.9,4.62,0.96,Interconnection studies in this area have identified adequate deliverability.,371
-118.371098283861485,33.747497586100955,1587,Vanderlip P.T.,La Fresa 220/66 System,A -- District Pole Top,16/2.4 kV,0.01,0,0.01,0.2,5.84,0.16,Interconnection studies in this area have identified adequate deliverability.,372
-119.784816102533995,34.428525509958021,1588,Via Huerto P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.061,0,0.061,0.3,20.04,0.68,Interconnection studies in this area have identified adequate deliverability.,373
-118.130169622502393,33.842199255321169,1995,Vogan P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.137,0.003,0.14,0.9,16.01,0.86,Interconnection studies in this area have identified adequate deliverability.,374
-119.319584922163472,34.359499102363877,1368,Elaine P.T.,Santa Clara 220/66 System,A -- District Pole Top,16/2.4 kV,0,0,0,0.1,0,0.1,Interconnection studies in this area have identified adequate deliverability.,375
-117.143400655835151,36.603882254046198,1369,Emigrant P.T.,Vea Death Valley Junction-86 System,A -- District Pole Top,33/12 kV,0.005,0,0.005,0.5,1.02,0.99,Interconnection studies in this area have identified adequate deliverability.,376
-116.415073650184709,36.308544536700083,1371,Ettalee P.T.,Vea Death Valley Junction-86 System,A -- District Pole Top,33/4.16 kV,0,0,0,0.1,0,0.15,Interconnection studies in this area have identified adequate deliverability.,377
-118.103586326271767,34.106335536591224,2038,Elementary P.T.,Mesa 220/66 System,A -- District Pole Top,16/4.16 kV,0.027,0,0.027,0.8,4.65,0.96,Interconnection studies in this area have identified adequate deliverability.,378
-117.333273314696413,33.505778122630396,2047,Escala P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.272,0.011,0.283,1.2,26.3,4.68,Deliverability in this area has not been determined by previous interconnection studies.,379
-118.121079103018445,33.819065811896138,2031,Flagstone P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.095,0,0.095,0.8,11.58,0.9,Interconnection studies in this area have identified adequate deliverability.,380
-117.28631243333821,37.059203068019194,1388,Grapevine P.T.,Vea Stateline-86 System,A -- District Pole Top,25/12 kV,0,0,0,0.2,0,0.5,Deliverability in this area has not been determined by previous interconnection studies.,381
-117.079874092341143,34.21189424609242,1389,Green Bear P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.171,0.003,0.174,0.7,3.69,0.98,Interconnection studies in this area have identified adequate deliverability.,382
-118.412691731397089,34.619340524934351,1390,Green Valley P.T.,Antelope 220/66 System,A -- District Pole Top,12/4.16 kV,0.072,0,0.072,0,7494.58,0.93,Interconnection studies in this area have identified adequate deliverability.,383
-116.226011092944972,35.847989716045838,1392,Grimshaw P.T.,Vea Death Valley Junction-72 System,A -- District Pole Top,33/2.4 kV,0,0,0,0.4,0,0.75,Interconnection studies in this area have identified adequate deliverability.,384
-116.85622670568327,34.032046956036808,1393,Gunsite P.T.,El Casco 220/115 System,A -- District Pole Top,33/2.4 kV,0,0,0,0.1,0,0.25,Deliverability in this area has not been determined by previous interconnection studies.,385
-117.765001601966873,35.218163138141051,1397,Galileo P.T.,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0.5,0,1,Interconnection studies in this area have identified inadequate deliverability.,386
-118.093511285575772,34.084080888938217,2039,Gabrielino P.T.,Mesa 220/66 System,A -- District Pole Top,16/4.16 kV,0.063,0,0.063,1,6.3,0.94,Interconnection studies in this area have identified adequate deliverability.,387
-117.19899837601784,34.239078122474815,1401,High School P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.004,0,0.004,0.3,1.26,0.45,Interconnection studies in this area have identified adequate deliverability.,388
-118.288555485340567,37.173693606347832,1402,Hession P.T.,Dwp Hession-85 System,A -- District Pole Top,33/12 kV,0.044,0,0.044,0.8,7,0.94,Deliverability in this area has not been determined by previous interconnection studies.,389
-117.159206706397057,34.251419170745123,1405,Hook Creek P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.012,0,0.012,0.4,2.7,0.99,Interconnection studies in this area have identified adequate deliverability.,390
-116.236874407997732,35.879980104998118,1407,Hot Water P.T.,Vea Death Valley Junction-72 System,A -- District Pole Top,33/12 kV,0,0,0,0.5,0,0.75,Interconnection studies in this area have identified adequate deliverability.,391
-117.329410487109485,35.010115591300746,1411,Hutt P.T.,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0.3,0,1,Interconnection studies in this area have identified inadequate deliverability.,392
-117.020869885142645,34.900207737874133,1415,High P.T.,Kramer 220/115 System,A -- District Pole Top,33/4.16 kV,0,0,0,1.3,0.31,1.5,Interconnection studies in this area have identified inadequate deliverability.,393
-118.133569165541118,33.830795733076975,1996,Heartwell P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.098,0.005,0.104,1,10.68,0.89,Interconnection studies in this area have identified adequate deliverability.,394
-117.636674251579265,34.250541304782551,1417,Ice House P.T.,Padua 220/66 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.1,0,0.1,Interconnection studies in this area have identified adequate deliverability.,395
-118.201119115207732,33.865762696655587,1422,Jay P.T.,Lighthipe 220/66 System,A -- District Pole Top,16/4.16 kV,0.103,0.004,0.108,1.1,10.15,1.39,Interconnection studies in this area have identified adequate deliverability.,396
-117.328596905414528,34.260241381277673,1424,Job P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0,0,0,0.5,0,0.5,Interconnection studies in this area have identified adequate deliverability.,397
-118.539258456591369,35.974316744346105,1425,Johnsondale P.T.,Vestal 220/66 System,A -- District Pole Top,12/4.16 kV,0,0,0,0.3,0,0.5,Interconnection studies in this area have identified inadequate deliverability.,398
-117.646044764259187,35.365351459607098,1427,Joburg P.T.,Kramer 220/115 System,A -- District Pole Top,33/2.4 kV,0.01,0,0.01,0.5,2.47,0.99,Interconnection studies in this area have identified inadequate deliverability.,399
-117.654531045441999,35.008145492047817,1428,Jessie P.T.,Kramer 220/115 System,A -- District Pole Top,33/4.16 kV,0.037,0,0.037,0.5,7.11,0.96,Interconnection studies in this area have identified inadequate deliverability.,400
-118.376383502970995,34.297525038254733,1429,Kagle Canyon P.T.,Saugus 220/66 System,A -- District Pole Top,16/4.16 kV,0.059,0,0.059,1,6.7,0.93,Interconnection studies in this area have identified adequate deliverability.,401
-117.877858149463393,36.487185346889689,1430,Keeler P.T.,Inyo Sce 220/115 System,A -- District Pole Top,33/2.4 kV,0,0,0,0.2,0,1,Interconnection studies in this area have identified inadequate deliverability.,402
-117.182685288461826,34.247008754081541,1432,Kuffel P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.002,0,0.002,0.7,0.29,1,Interconnection studies in this area have identified adequate deliverability.,403
-117.882491131489502,35.053923547649603,1433,Koefler P.T.,Kramer 220/115 System,A -- District Pole Top,33/4.8 kV,0,0,0,0.1,0,0.08,Interconnection studies in this area have identified inadequate deliverability.,404
-117.289823047671902,34.216076287563922,1434,Kimberly P.T.,San Bernardino 220/66 System,A -- District Pole Top,33/2.4 kV,0.025,0,0.025,0.3,8.51,0.48,Interconnection studies in this area have identified adequate deliverability.,405
-118.113424006916873,33.842890393371896,1993,Kneeland P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.068,0,0.068,0.9,8.08,0.93,Interconnection studies in this area have identified adequate deliverability.,406
-118.094404493937489,33.831621558121945,1994,Kliss P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.079,0,0.079,0.8,9.82,2.42,Interconnection studies in this area have identified adequate deliverability.,407
-117.296007168665412,33.512996202879627,1438,Lacresta P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.906,0.029,0.935,2.8,36.15,4,Deliverability in this area has not been determined by previous interconnection studies.,408
-119.755255554991493,34.422211895230049,1439,La Cumbre P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.223,0,0.223,1.2,22.25,1.24,Interconnection studies in this area have identified adequate deliverability.,409
-115.648855226149706,35.809858164073347,2084,Lathrop Wells P.T.,Valley Electric System,A -- District Pole Top,25/25 kV,0.037,1.013,1.05,2.6,40.59,1.95,Deliverability in this area has not been determined by previous interconnection studies.,410
-117.113789829586224,34.212517964748358,1449,Luring P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.012,0,0.012,0.5,2.4,0.49,Interconnection studies in this area have identified adequate deliverability.,411
-118.115698827778843,33.832458657030529,1997,Long P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.086,0.003,0.09,1,8.99,0.91,Interconnection studies in this area have identified adequate deliverability.,412
-119.220767125552896,34.281076098012079,1456,Loma Vista P.T.,Santa Clara 220/66 System,A -- District Pole Top,16/2.4 kV,0.033,0,0.033,0.1,33.32,0.07,Interconnection studies in this area have identified adequate deliverability.,413
-118.259050792347495,34.52349201313617,1457,Loucks P.T.,Saugus 220/66 System,A -- District Pole Top,16/12 kV,0.038,0,0.038,0.3,14.05,2.46,Interconnection studies in this area have identified adequate deliverability.,414
-117.961343168427959,33.866905112884616,1999,Madrone P.T.,Barre 220/66 System,A -- District Pole Top,12/4.16 kV,0.188,0,0.188,1.5,13.49,3.55,Interconnection studies in this area have identified adequate deliverability.,415
-118.15450003473029,34.024353212408315,390,Amalia,Mesa 220/66 System,D -- Distribution,16/4.16 kV,0.199,0,0.199,11.6,1.75,14.8,Interconnection studies in this area have identified adequate deliverability.,416
-118.039235374349943,34.105550986809064,391,Anita,Rio Hondo 220/66 System,D -- Distribution,66/16 kV,6.737,0.575,7.312,70.3,7.62,78.64,Interconnection studies in this area have identified adequate deliverability.,417
-118.025784442358344,34.143984965443025,394,Arcadia,Rio Hondo 220/66 System,D -- Distribution,66/4.16 kV,7.881,0.354,8.235,12.4,7.29,24.1,Interconnection studies in this area have identified adequate deliverability.,418
-118.17157825783795,33.999581808712172,395,Bandini,Laguna Bell Ab 220/66 System,D -- Distribution,66/16 kV,2.236,0,2.236,60.6,2.44,82.52,Interconnection studies in this area have identified adequate deliverability.,419
-117.968777025644727,34.021824431048437,444,Proctor,Walnut 220/66 System,D -- Distribution,66/12 kV,2.667,0.98,3.647,47.7,6.48,44.91,Interconnection studies in this area have identified adequate deliverability.,420
-118.162471301879251,34.033681023540389,398,Bicknell,Mesa 220/66 System,D -- Distribution,16/4.16 kV,0.126,0,0.126,3.6,3.93,5.86,Interconnection studies in this area have identified adequate deliverability.,421
-118.186480751446041,34.044845239340631,421,Wabash,Mesa 220/66 System,D -- Distribution,66/16 kV,0.299,0.236,0.534,17.7,3.39,55.4,Interconnection studies in this area have identified adequate deliverability.,422
-118.179058694498835,34.036500014391613,397,Belvedere,Mesa 220/66 System,A -- District Pole Top,16/4.16 kV,0.182,0.006,0.188,7.3,2.73,8.96,Interconnection studies in this area have identified adequate deliverability.,423
-118.085695998299485,34.162157003212272,399,Eaton,Mesa 220/66 System,D -- Distribution,66/16 kV,4.254,0.538,4.792,50.8,10.13,50.86,Interconnection studies in this area have identified adequate deliverability.,424
