CIRCUIT_NA,CIRCUIT_VO,AGR_PCT,COM_PCT,IND_PCT,RES_PCT,OTHER_PCT,GEN_ALLOC,GEN_QUE,TOTAL_GEN,SUBST_DISP,SYS_NAME,NOTE,OBJECTID,Shape__Len
Killdee,4,0,3,0,93,4,0.233,0,0.233,Sunnyside 66/4 Kv,Lighthipe 220/66 System,N/A,1660,15476.2012890947
Gust,12,0,3,0,87,10,0.205,4,4.205,Northwind 66/12 Kv,Windhub 220/66 System,N/A,1661,96145.943785589
Gurney,12,0,10,0,82,8,0.297,0,0.297,Cucamonga 66/12 Kv,Padua 220/66 System,N/A,1662,42067.8610667084
Guthrie,12,0,4,0,87,9,0.418,0,0.418,Del Rosa 66/12 Kv,San Bernardino 220/66 System,N/A,1663,38420.9798201432
Gypsum,12,0,4,0,94,2,0.683,0,0.683,Canyon 66/12 Kv,Villa Park 220/66 System,N/A,1664,34662.4722506706
Hackler,12,0,9,0,84,8,0.806,0,0.806,Maxwell 115/12 Kv,Vista 220/115 System,N/A,1665,69797.4502782363
Hackman,33,0,59,0,0,41,0,0,0,Searles 115/33 Kv,Kramer 220/115 System,N/A,1666,238078.957514268
Kilts,12,0,3,0,92,5,1.506,0,1.506,Highland 66/12 Kv,San Bernardino 220/66 System,N/A,1667,57170.9209049397
Kimdale,12,0,4,0,83,14,2.143,0,2.143,Cajalco 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1668,171941.53347
Kinneloa,16,0,5,0,88,7,0.738,0,0.738,Eaton 66/16 Kv,Mesa 220/66 System,N/A,1669,56048.9520183412
Kirsop,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,1670,10342.1617541206
Halter,12,0,32,0,54,14,0.306,0,0.306,Los Cerritos 66/12 Kv,Hinson 220/66 System,N/A,1671,72104.2687767948
Hambone,12,0,32,0,45,18,0.03,0,0.03,Ganesha 66/12 Kv,Chino 220/66 System,N/A,1672,7197.83432727854
Hammell,16,0,12,0,80,9,0.054,0,0.054,Repetto 66/16 Kv,Mesa 220/66 System,N/A,1673,37205.3613151178
Cymbal,12,0,15,0,79,6,1.304,0,1.304,Niguel 66/12 Kv,Santiago 220/66 System,N/A,1674,56560.2513082019
Cyrus,16,0,21,0,69,10,0,0,0,Colorado 66/16 Kv,La Cienega 220/66 System,N/A,1675,14499.4187346796
Klusman,4,0,3,0,94,3,0.041,0,0.041,Upland 66/4 Kv,Padua 220/66 System,N/A,1676,10977.4706664462
Coronado,16,0,19,0,69,12,0.117,0,0.117,Mesa 66/16 Kv,Mesa 220/66 System,N/A,1677,33874.1038908037
Corporal,12,0,1,0,96,3,0.958,0,0.958,Bunker 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1678,41918.198495074
Corral,4,0,5,0,87,9,0.097,0,0.097,Belmont 12/4 Kv,Alamitos 220/66 System,N/A,1679,8734.12491327765
Dahlia,4,0,3,0,91,7,0.108,0,0.108,Rolling Hills 66/4 Kv,La Fresa 220/66 System,N/A,1680,20865.4973349635
Dalba,2.4,0,4,0,89,7,0.02,0,0.02,Dalba P.T. 12/2.4 Kv,Vista 220/115 System,N/A,1681,26771.3719442525
Date Palm,12,0,5,0,90,5,1.584,0,1.584,Farrell 115/12 Kv,Devers 220/115 System,N/A,1682,68529.254324077
Davie,16,0,61,0,2,32,0.03,0,0.03,Vail 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1683,31399.8346937786
Corrine,4,0,8,0,86,7,0.234,0,0.234,Los Cerritos 12/4 Kv,Hinson 220/66 System,N/A,1684,17096.3920004481
Corvette,12,0,8,0,83,9,0.027,0,0.027,Narrows 66/12 Kv,Mesa 220/66 System,N/A,1685,9649.11369699446
Cotton,12,21,12,0,12,53,0.018,0,0.018,Poplar 66/12 Kv,Vestal 220/66 System,N/A,1686,167429.41204145
Deeter,12,0,11,0,79,11,1.14,0,1.14,Downs 115/12 Kv,Kramer 220/115 System,N/A,1687,53118.9646626771
Delarro,4,0,6,0,91,4,0.041,0,0.041,Amalia 16/4 Kv,Mesa 220/66 System,N/A,1688,6383.15088489327
Delaware,16,0,25,0,64,12,0.335,0,0.335,Colorado 66/16 Kv,La Cienega 220/66 System,N/A,1689,48057.9301152267
Delco,12,0,5,0,88,7,0.343,0,0.343,La Palma 66/12 Kv,Barre 220/66 System,N/A,1690,25206.1585130078
Delford,16,0,19,0,75,5,0.235,0,0.235,Bradbury 66/16 Kv,Rio Hondo 220/66 System,N/A,1691,27368.3580154801
Del Juan,12,0,6,0,80,15,0.162,0,0.162,Second Avenue 33/12 Kv,Blythe (Walc) 161/33 System,N/A,1692,65273.8325694971
Delhi,12,0,13,0,78,10,0.053,0,0.053,Fairview 66/12 Kv,Johanna 220/66 System,N/A,1693,34837.7476418123
County,12,0,74,14,0,12,0,0,0,Watson 66/12 Kv,Hinson 220/66 System,N/A,1694,11988.7414421407
Countrywood,12,0,23,0,69,9,0.218,0,0.218,Walnut 66/12 Kv,Walnut 220/66 System,N/A,1695,64501.0179906601
Court,4,0,7,0,84,9,0.018,0,0.018,Locust 12/4 Kv,Hinson 220/66 System,N/A,1696,7940.94163638311
Delid,4,0,6,0,87,7,0.033,0,0.033,Moneta 16/4 Kv,La Fresa 220/66 System,N/A,1697,21504.0120257021
De Mille,4,0,3,0,88,10,0.057,0,0.057,Kagle Canyon P.T. 16/4 Kv,Saugus 220/66 System,N/A,1698,10032.587923447
Denker,4,0,5,0,88,7,0.03,0,0.03,Howard 66/4 Kv,La Fresa 220/66 System,N/A,1699,24415.1074321494
Dennis,12,0,0,0,0,100,0,0,0,Little Rock 66/12 Kv,Antelope 220/66 System,N/A,1700,26868.7979310026
Coveview,16,0,6,0,89,5,0.5,0,0.5,Marymount 66/16 Kv,La Fresa 220/66 System,N/A,1701,77419.5251836651
Crosby,4,0,1,1,95,4,0.182,0,0.182,Fair Oaks 16/4 Kv,Gould 220/66 System,N/A,1702,41019.6349955822
Cross,16,0,3,0,92,5,0.952,0,0.952,Newhall 66/16 Kv,Saugus 220/66 System,N/A,1703,28116.0538595184
Crossley,33,0,0,0,0,0,0,0,0,Eisenhower 115/33 Kv,Devers 220/115 System,N/A,1704,28468.038559898
Crosson,16,0,6,0,88,6,1.902,0,1.902,Camarillo 66/16 Kv,Santa Clara 220/66 System,N/A,1705,114668.539648745
Dental,12,0,2,0,91,6,1.096,0,1.096,Timoteo 66/12 Kv,San Bernardino 220/66 System,N/A,1706,51973.2583335376
Desmond,12,0,36,0,0,64,0.335,0,0.335,Pico 66/12 Kv,Hinson 220/66 System,N/A,1707,11775.3519532279
Dessau,12,0,14,0,76,11,0.333,0,0.333,Narod 66/12 Kv,Chino 220/66 System,N/A,1708,62399.4302363258
Crump,12,0,5,0,87,8,0.013,0,0.013,Crump P.T. 33/12 Kv,El Casco 220/115 System,N/A,1709,9014.19275840953
Crowley,12,0,29,0,33,38,2.539,0,2.539,Casa Diablo 33/12 Kv,Inyo Sce 220/115 System,N/A,1710,104374.746652523
Crumville,12,0,17,0,69,15,0.581,0,0.581,Downs 115/12 Kv,Kramer 220/115 System,N/A,1711,63595.6488755364
Cupid,12,0,65,5,0,30,0.03,0,0.03,Proctor 66/12 Kv,Walnut 220/66 System,N/A,1712,21396.4935882315
Curran,4,0,7,0,89,6,0.06,0,0.06,Ontario 12/4 Kv,Chino 220/66 System,N/A,1713,10692.7901199716
Desolate,12,0,7,0,54,38,1.658,0,1.658,Cady 33/12 Kv,Kramer 220/115 System,N/A,1714,304590.846144855
Deuce,12,0,8,0,84,8,0.405,0,0.405,Gallatin 66/12 Kv,Center 220/66 System,N/A,1715,49937.0714162847
Dickerson,16,0,9,0,84,9,0.058,0,0.058,Randolph 66/16 Kv,Laguna Bell De 220/66 System,N/A,1716,53940.9021328199
Deigaard,4,6,15,0,68,12,0.016,0,0.016,Deigaard P.T. 16/4 Kv,Goleta 220/66 System,N/A,1717,5101.89155312582
Cuthbert,16,0,14,0,74,14,0.947,0,0.947,Latigo 66/16 Kv,Moorpark 220/66 System,N/A,1718,86415.5888657819
Cutler,12,1,5,0,81,13,1.033,0,1.033,Visalia 66/12 Kv,Rector 220/66 System,N/A,1719,87871.4552577868
Cuyama,12,5,11,0,56,30,0.006,0,0.006,Taft 66/12 Kv,Pgae 500/220 System,N/A,1720,154833.567705584
Cyanide,16,0,19,0,65,16,1.048,0,1.048,Cudahy 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1721,87601.7784702986
Dingy,12,0,43,2,44,12,0.127,0,0.127,Bolsa 66/12 Kv,Barre 220/66 System,N/A,1722,62500.4841314159
Dime,12,0,10,0,86,4,1.312,0,1.312,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1723,42632.1807080277
Dinkey Creek,4,0,19,0,67,17,0,0,0,Dinkey Creek P.T. 12/4 Kv,Big Creek 220/220 System,N/A,1724,6845.79481706762
Diner,12,0,8,0,86,6,0.433,0,0.433,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1725,41006.4282053398
Discovery,12,0,7,0,77,16,10.251,0,10.251,Goldtown 66/12 Kv,Windhub 220/66 System,N/A,1726,144349.283035164
Cyclops,12,0,75,1,6,17,1.49,0,1.49,Proctor 66/12 Kv,Walnut 220/66 System,N/A,1727,49045.5493577205
Knight,33,0,0,0,0,100,0,0,0,Southbase 115/33 Kv,Kramer 220/115 System,N/A,1728,684.260219731346
Korea,12,0,4,0,88,8,1.604,0,1.604,Modena 66/12 Kv,Villa Park 220/66 System,N/A,1729,35697.919266161
Kraft,12,0,5,0,91,5,0.561,0,0.561,Glen Avon 66/12 Kv,Vista A 220/66 System,N/A,1730,54010.0695892453
Kristen,12,0,4,0,94,2,0.365,0,0.365,Marion 66/12 Kv,Barre 220/66 System,N/A,1731,35706.8830173701
Kropp,12,0,7,0,87,6,0.86,0,0.86,Archibald 66/12 Kv,Mira Loma 220/66 System,N/A,1732,49940.98274707
Hammock,33,0,64,0,0,36,0,0,0,Alessandro 115/33 Kv,Valley 'Ab' 500/115 System,N/A,1733,153052.58088076
Hampshire,16,0,4,0,93,3,1.546,0,1.546,Thousand Oaks 66/16 Kv,Moorpark 220/66 System,N/A,1734,72331.1169896681
Hampton,4,1,4,0,89,7,0.039,0,0.039,Granada 16/4 Kv,Eagle Rock 220/66 System,N/A,1735,9895.40453009287
Hancock,12,0,35,2,1,55,0.078,0,0.078,Alon 66/12 Kv,Lighthipe 220/66 System,N/A,1736,42504.7770109733
Kuna,12,0,7,0,88,5,0.497,0,0.497,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1737,64976.7344253057
Kwis,12,0,8,0,88,5,0.847,0,0.847,Walnut 66/12 Kv,Walnut 220/66 System,N/A,1738,55797.4155328594
Lab,12,0,5,0,90,5,1.022,0,1.022,Pedley 66/12 Kv,Mira Loma 220/66 System,N/A,1739,58418.9085788489
La Cumbre,4,0,6,0,85,10,0.224,0,0.224,La Cumbre P.T. 16/4 Kv,Goleta 220/66 System,N/A,1740,23605.679516736
Lacresta,12,0,5,0,83,12,0.921,0,0.921,Lacresta P.T. 33/12 Kv,Valley 'D' 500/115 System,N/A,1741,104313.568381179
Ladder,12,0,57,0,26,17,0.005,0,0.005,Firehouse 66/12 Kv,Chino 220/66 System,N/A,1742,31921.4890461671
Handcar,12,0,9,0,79,12,0.039,0,0.039,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1743,29733.5498511868
Hardrock,12,0,19,1,51,30,0.016,0,0.016,Oro Grande 33/12 Kv,Victor 220/115 System,N/A,1744,50926.5168285959
Hardwick,4,0,5,0,89,7,0.065,0,0.065,Linden 12/4 Kv,Lighthipe 220/66 System,N/A,1745,11500.2359766929
Harwood,12,0,3,0,94,3,2.008,0,2.008,Tenaja 33/12 Kv,Valley 'D' 500/115 System,N/A,1746,26310.4238368053
Hastings,4,0,9,0,84,7,0.035,0,0.035,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,1747,15896.9955269379
Lager,12,1,55,5,4,30,0,0,0,Dalton 66/12 Kv,Rio Hondo 220/66 System,N/A,1748,14621.9743639597
Laird,12,0,7,0,87,6,0.287,0,0.287,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,1749,38476.5134136663
Lakeland,12,0,5,0,86,9,0.748,0,0.748,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,1750,120558.512143714
Lamanda,16,0,3,0,88,9,0.351,0,0.351,Eaton 66/16 Kv,Mesa 220/66 System,N/A,1751,57211.0666476547
Sunfair,25,0,2,0,85,12,0.204,0,0.204,Hi Desert 33/25 Kv,Devers 220/115 System,N/A,1752,101554.015346348
Langer,16,0,7,0,87,6,0.893,0,0.893,Thousand Oaks 66/16 Kv,Moorpark 220/66 System,N/A,1753,50623.4466637828
Lariat,12,0,7,0,85,8,1.211,0,1.211,Quartz Hill 66/12 Kv,Antelope 220/66 System,N/A,1754,28941.8852525217
Lark,2.4,0,4,0,90,7,0.017,0,0.017,Wrightwood 12/2.4 Kv,Victor 220/115 System,N/A,1755,14234.913333311
Hatchery,12,0,81,0,4,15,0.141,0,0.141,Savage 115/12 Kv,Victor 220/115 System,N/A,1756,42759.2463753619
Hatter,12,0,12,0,80,9,8.007,0,8.007,Imperial 66/12 Kv,Center 220/66 System,N/A,1757,28777.942052356
Hawthorne,16,0,7,0,84,10,1.293,0,1.293,Yukon 66/16 Kv,La Fresa 220/66 System,N/A,1758,117676.45660573
Hawk,12,0,6,0,89,6,0.552,0,0.552,Talbert 66/12 Kv,Ellis 'C' 220/66 System,N/A,1759,39805.6621659815
Larrea,12,0,4,0,87,9,0.706,0,0.706,Carodean 115/12 Kv,Devers 220/115 System,N/A,1760,70816.0529436248
La Salle,12,0,71,0,2,27,7.491,0,7.491,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,1761,31879.4894786645
Lauro,4,0,5,0,87,9,0.163,0,0.163,Modoc 16/4 Kv,Goleta 220/66 System,N/A,1762,22426.3382707625
Leo,12,0,3,0,89,8,1.228,0,1.228,Rector 66/12 Kv,Rector 220/66 System,N/A,1763,45600.402163404
Leona,12,0,2,0,94,4,0.612,0,0.612,Anaverde 66/12 Kv,Antelope 220/66 System,N/A,1764,38452.158033157
Liberty,4,0,4,0,92,4,0.071,0,0.071,Cudahy 66/4 Kv,Laguna Bell Ab 220/66 System,N/A,1765,8957.13916625985
Hawkins,12,0,4,0,90,6,0.899,0,0.899,Upland 66/12 Kv,Padua 220/66 System,N/A,1766,57522.2949650195
Havana,12,0,19,0,73,8,0.313,0,0.313,Hathaway 66/12 Kv,Alamitos 220/66 System,N/A,1767,51691.8073780422
Hazelnut,12,0,14,0,77,9,0.898,0,0.898,Chestnut 66/12 Kv,Johanna 220/66 System,N/A,1768,42966.0860439776
Heather,12,0,5,0,88,8,0.603,0,0.603,Alder 66/12 Kv,Etiwanda 220/66 System,N/A,1769,48772.8759989436
Heacock,12,0,9,0,82,10,0.499,0,0.499,Alessandro 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1770,47889.3583354344
Lima,4,0,20,0,74,8,0.103,0,0.103,Sierra Madre 16/4 Kv,Rio Hondo 220/66 System,N/A,1771,13261.5756721432
Linder,12,29,2,0,31,35,4.332,0,4.332,Laurel 66/12 Kv,Rector 220/66 System,N/A,1772,266625.669495451
Hector,12,0,16,1,31,53,0.105,0,0.105,Cady 33/12 Kv,Kramer 220/115 System,N/A,1773,419676.365640025
Hedge,12,2,71,1,4,19,0.019,0,0.019,Santa Fe Springs 66/12 Kv,Center 220/66 System,N/A,1774,36060.2093943402
Heers,12,0,2,0,94,3,1.334,0,1.334,Maxwell 115/12 Kv,Vista 220/115 System,N/A,1775,38528.1940168973
Heil,12,0,14,0,80,6,0.755,0,0.755,Oceanview 66/12 Kv,Ellis 'A' 220/66 System,N/A,1776,38174.4136692538
Hero,12,0,3,0,85,11,0.704,0,0.704,Bunker 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1777,115573.566000276
Herring,12,0,5,0,84,11,1.584,0,1.584,Merced 66/12 Kv,Walnut 220/66 System,N/A,1778,27491.0975921309
Linnell,12,2,8,0,71,20,0.573,0,0.573,Rector 66/12 Kv,Rector 220/66 System,N/A,1779,184905.726612766
Gordon,12,0,2,0,92,6,1.811,0,1.811,Rector 66/12 Kv,Rector 220/66 System,N/A,1780,42730.2536731106
Gotham,4,0,3,0,92,5,0.273,0,0.273,Floraday 12/4 Kv,Center 220/66 System,N/A,1781,22073.4202342379
Gowan,12,0,12,0,78,11,1.369,0,1.369,Glen Avon 66/12 Kv,Vista A 220/66 System,N/A,1782,84492.5764533068
Elk,12,35,5,0,13,43,1.313,0,1.313,Octol 66/12 Kv,Rector 220/66 System,N/A,1783,142332.634913659
Elmer,16,0,10,0,80,10,0.416,0,0.416,Eaton 66/16 Kv,Mesa 220/66 System,N/A,1784,61948.9772582316
Elmira,4,0,4,0,84,12,0.208,0,0.208,Costa Mesa 12/4 Kv,Ellis 'A' 220/66 System,N/A,1785,17225.4040432664
Doyle,4,0,5,0,88,7,0.098,0,0.098,Oldfield 12/4 Kv,Lighthipe 220/66 System,N/A,1786,16461.247485108
Drachma,12,0,3,0,84,13,1.25,0,1.25,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1787,40574.387869316
Drag,12,0,21,0,56,24,1.044,0,1.044,Porterville 66/12 Kv,Springville 220/66 System,N/A,1788,50794.9117206327
Drift,12,0,17,0,76,8,8.247,0,8.247,Neptune 66/12 Kv,Hinson 220/66 System,N/A,1789,33970.4649078765
El Mirador,12,5,9,0,54,32,0.44,0,0.44,Strathmore 66/12 Kv,Springville 220/66 System,N/A,1790,317925.526114078
Elpac,12,0,65,0,3,32,0,0,0,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,1791,18964.9288137573
Elroy,16,0,55,0,27,19,2.801,0,2.801,La Fresa 66/16 Kv,La Fresa 220/66 System,N/A,1792,69101.6271106028
Emigrant,12,0,61,0,25,19,0.005,0,0.005,Emigrant P.T. 33/12 Kv,Vea Death Valley Junction-86 System,N/A,1793,1259.17492992867
Ducat,12,0,43,0,0,57,0.292,0,0.292,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1794,19981.4247239619
Ducor,12,3,5,0,61,31,0.293,0,0.293,Terra Bella 66/12 Kv,Vestal 220/66 System,N/A,1795,160740.730636522
Dunning,12,0,4,0,90,6,1.536,0,1.536,Randall 66/12 Kv,Etiwanda 220/66 System,N/A,1796,66399.0344326725
Dynamics,12,0,79,2,1,19,1.658,0,1.658,Genamic 66/12 Kv,Etiwanda 220/66 System,N/A,1797,56833.6051676156
Eagle,12,0,69,3,2,26,0.093,0,0.093,Talbert 66/12 Kv,Ellis 'C' 220/66 System,N/A,1798,26809.1784893134
Josie,4,0,2,0,94,5,0.32,0,0.32,Clark 66/4 Kv,Alamitos 220/66 System,N/A,1799,14457.5227343108
Josten,12,0,5,0,82,13,2.493,0,2.493,Porterville 66/12 Kv,Springville 220/66 System,N/A,1800,43549.8800379389
High,4,0,11,0,64,24,0.004,0,0.004,High P.T. 33/4 Kv,Kramer 220/115 System,N/A,1801,12269.4617350237
Hillard,4,0,2,0,89,9,0.144,0,0.144,La Canada 16/4 Kv,Gould 220/66 System,N/A,1802,20821.3385862118
Hillcrest,16,0,3,0,94,3,1.329,0,1.329,Thousand Oaks 66/16 Kv,Moorpark 220/66 System,N/A,1803,58310.7485632172
Hitch,12,0,3,0,95,2,0.589,0,0.589,Ivyglen 115/12 Kv,Valley 'D' 500/115 System,N/A,1804,31677.8399515861
Hooligan,16,0,2,0,93,6,1.73,0,1.73,Newbury 66/16 Kv,Moorpark 220/66 System,N/A,1805,95077.3396131976
Honeywell,16,0,6,0,87,7,0.41,0,0.41,Bradbury 66/16 Kv,Rio Hondo 220/66 System,N/A,1806,53894.3254382048
Joy,4,0,14,0,77,12,0,0,0,Corona 33/4 Kv,Mira Loma 220/66 System,N/A,1807,13927.4272311027
Juarez,12,0,14,0,78,9,0.695,0,0.695,Brea 66/12 Kv,Olinda 220/66 System,N/A,1808,38692.5037880855
Jubilee,12,0,4,0,90,6,0.182,0,0.182,Maraschino 115/12 Kv,El Casco 220/115 System,N/A,1809,22334.3395204287
Judy,12,0,10,0,74,16,0.512,0,0.512,Ordway 33/12 Kv,Kramer 220/115 System,N/A,1810,88274.9334114276
Honor,16,0,21,0,69,10,0.207,0,0.207,Rosemead 66/16 Kv,Mesa 220/66 System,N/A,1811,60669.1663175242
Hook Creek,2.4,0,5,0,89,6,0.012,0,0.012,Hook Creek P.T. 12/2.4 Kv,Vista 220/115 System,N/A,1812,10554.1395332569
Hope,12,0,4,0,91,5,0.505,0,0.505,Etiwanda 66/12 Kv,Etiwanda 220/66 System,N/A,1813,60291.3043670557
Hopper,12,0,1,0,94,5,1.12,0,1.12,Bloomington 66/12 Kv,Vista A 220/66 System,N/A,1814,42629.4592622839
Howbuck,12,0,7,0,71,19,0.008,0,0.008,Verdant 33/12 Kv,Blythe (Walc) 161/33 System,N/A,1815,28568.5279674224
Empire,16,0,11,0,81,7,0.28,0,0.28,San Marcos 66/16 Kv,Goleta 220/66 System,N/A,1816,62841.1678472673
Empresa,12,0,9,0,86,5,0.676,0,0.676,Oneill 66/12 Kv,Viejo 220/66 System,N/A,1817,64332.891208864
Emsco,16,0,27,1,57,14,0.163,0,0.163,Fruitland 66/16 Kv,Laguna Bell De 220/66 System,N/A,1818,40659.6045584403
Encanto,16,0,5,0,92,4,0.897,0,0.897,Isla Vista 66/16 Kv,Goleta 220/66 System,N/A,1819,58557.3910883636
Endor,12,0,7,0,85,8,0.706,0,0.706,Shuttle 66/12 Kv,Antelope 220/66 System,N/A,1820,28413.0310298209
Humphrey,4,0,7,0,87,7,0.051,0,0.051,Bicknell 16/4 Kv,Mesa 220/66 System,N/A,1821,14752.1841064
Hurstview,16,0,25,0,66,9,0.253,0,0.253,Bradbury 66/16 Kv,Rio Hondo 220/66 System,N/A,1822,49239.2590414457
Huskie,12,0,3,0,95,3,0.545,0,0.545,Moulton 66/12 Kv,Santiago 220/66 System,N/A,1823,79336.3144132978
Hydrant,12,0,70,1,3,26,0.724,0,0.724,Firehouse 66/12 Kv,Chino 220/66 System,N/A,1824,52626.3463590702
Erin,12,0,12,0,76,11,0.361,0,0.361,Mayberry 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1825,68620.9837214485
Erringer,16,0,11,0,82,8,1.441,0,1.441,Royal 66/16 Kv,Moorpark 220/66 System,N/A,1826,53225.122532139
Erskine,12,0,5,0,80,15,0.739,0,0.739,Isabella 66/12 Kv,Vestal 220/66 System,N/A,1827,159650.805364782
Escalona,12,0,63,2,5,34,0.146,0.018,0.164,La Mirada 66/12 Kv,Del Amo 220/66 System,N/A,1828,29840.3679810096
Inn,12,0,38,1,18,44,0.026,0,0.026,Baker 115/12 Kv,Eldorado 220/115 System,N/A,1829,100637.714391682
Intrepid,16,0,4,0,90,5,2.055,0,2.055,Newbury 66/16 Kv,Moorpark 220/66 System,N/A,1830,66567.5746285808
Ivy,4,0,4,0,90,6,0.043,0,0.043,Monrovia 16/4 Kv,Rio Hondo 220/66 System,N/A,1831,11337.7084617955
Jackson,16,0,38,0,51,14,0.032,0,0.032,Culver 66/16 Kv,La Cienega 220/66 System,N/A,1832,19418.9069236981
James,4,0,2,0,94,5,0.135,0,0.135,Imperial 66/4 Kv,Center 220/66 System,N/A,1833,24493.5196351609
Jameson,16,0,15,0,72,14,0.538,0,0.538,Santa Barbara 66/16 Kv,Goleta 220/66 System,N/A,1834,85904.3875141951
Jedi,12,0,5,0,90,6,2.787,0,2.787,Shuttle 66/12 Kv,Antelope 220/66 System,N/A,1835,60155.3114239051
Jeffrey,12,0,6,0,91,4,0.546,0,0.546,Irvine 66/12 Kv,Santiago 220/66 System,N/A,1836,58061.0264412003
Jellystone,12,0,3,0,89,8,1.793,0,1.793,Yucca 115/12 Kv,Devers 220/115 System,N/A,1837,119394.769644518
Joplin,12,0,11,0,80,10,0.812,0,0.812,Trask 66/12 Kv,Barre 220/66 System,N/A,1838,45318.3990871255
Jordan,12,2,8,0,67,25,0.173,0,0.173,Glennville 66/12 Kv,Vestal 220/66 System,N/A,1839,322227.756458567
Kulberg,12,0,5,0,91,5,1.815,0,1.815,Murrietta 2 33/12 Kv,Valley 'D' 500/115 System,N/A,1840,39155.5522047178
Kumquat,12,0,11,0,82,7,0.298,0,0.298,Citrus 66/12 Kv,Rio Hondo 220/66 System,N/A,1841,38761.2939362396
Pan Pacific,16,0,13,0,79,8,0.141,0,0.141,Fairfax 66/16 Kv,Eagle Rock 220/66 System,N/A,1842,42310.4725435691
Lakers,12,0,9,0,85,5,0.478,0,0.478,Team 66/12 Kv,Barre 220/66 System,N/A,1843,38387.3681147142
Landmark,12,0,1,0,93,5,1.703,0,1.703,Alessandro 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1844,30243.8194077976
Langley,12,0,7,0,88,5,0.836,0,0.836,Ellis 66/12 Kv,Ellis 'A' 220/66 System,N/A,1845,45510.8488662599
Keever,4,0,3,0,90,7,0.234,0,0.234,Sunnyside 66/4 Kv,Lighthipe 220/66 System,N/A,1846,21695.7936222688
Keim,4,0,2,0,92,6,0.125,0,0.125,Garvey 16/4 Kv,Mesa 220/66 System,N/A,1847,10139.1695823386
Lane,4,3,3,0,83,11,0.135,0,0.135,La Canada 16/4 Kv,Gould 220/66 System,N/A,1848,13187.5845032173
Kelly,4,0,9,0,51,44,0.016,0,0.016,Daggett 33/4 Kv,Kramer 220/115 System,N/A,1849,36204.519842236
Kelvin,12,0,2,0,88,10,0,0,0,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,1850,24840.1950437851
Kenbo,4,0,1,0,91,8,0.135,0,0.135,Repetto 66/4 Kv,Mesa 220/66 System,N/A,1851,14101.3019600963
Lantana,16,0,3,0,93,5,0.036,0,0.036,Fremont 66/16 Kv,Lighthipe 220/66 System,N/A,1852,20007.5789802406
Lanza,12,1,5,0,82,12,1.312,0,1.312,Mariposa 66/12 Kv,Vestal 220/66 System,N/A,1853,61811.4676279107
La Peer,16,0,33,0,56,13,0.081,0,0.081,Beverly 66/16 Kv,La Cienega 220/66 System,N/A,1854,30553.5305452395
Lapins,12,0,2,0,95,4,2.508,0,2.508,Maraschino 115/12 Kv,El Casco 220/115 System,N/A,1855,98703.5683033069
Kelvinator,16,0,11,0,77,13,0.238,0,0.238,Sepulveda 66/16 Kv,El Nido 220/66 System,N/A,1856,72684.6661565937
Kendell,4,0,7,0,77,17,0.022,0,0.022,Stoddard 33/4 Kv,San Bernardino 220/66 System,N/A,1857,22119.2974127729
Kermit,12,0,3,0,94,4,0.565,0,0.565,Nogales 66/12 Kv,Walnut 220/66 System,N/A,1858,36557.681853246
Kernan,16,0,23,0,57,20,0.625,0,0.625,Jersey 66/16 Kv,Lighthipe 220/66 System,N/A,1859,72791.7713063247
La Posada,4,0,4,0,90,6,0.083,0,0.083,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,1860,19136.1247374897
La Quinta,33,0,0,0,0,100,0,0,0,Santa Rosa 115/33 Kv,Mirage 220/115 System,N/A,1861,40931.184667012
Larabee,16,0,10,0,75,15,0.06,0,0.06,Fairfax 66/16 Kv,Eagle Rock 220/66 System,N/A,1862,57019.2153129595
Larch,33,0,0,36,0,64,0,0,0,Calectric 115/33 Kv,Vista 220/115 System,N/A,1863,105993.661963703
La Sierra,12,0,17,0,73,10,0.064,0,0.064,Pedley 66/12 Kv,Mira Loma 220/66 System,N/A,1864,39026.6795468097
Ketch,12,0,14,0,80,6,1.25,0,1.25,Bolsa 66/12 Kv,Barre 220/66 System,N/A,1865,73102.6919446795
