CIRCUIT_NA,CIRCUIT_VO,AGR_PCT,COM_PCT,IND_PCT,RES_PCT,OTHER_PCT,GEN_ALLOC,GEN_QUE,TOTAL_GEN,SUBST_DISP,SYS_NAME,NOTE,OBJECTID,Shape__Len
Cleveland,12,0,7,0,89,5,0.85,0,0.85,Oneill 66/12 Kv,Viejo 220/66 System,N/A,504,70330.3524146415
Clinton,33,0,0,0,0,0,0,0,0,Nelson 115/33 Kv,Valley 'Ab' 500/115 System,N/A,505,26901.9934736464
Chico,16,0,15,0,75,11,0.198,0,0.198,Rolling Hills 66/16 Kv,La Fresa 220/66 System,N/A,506,68295.8447712555
Chime,12,0,14,0,79,7,0.335,0,0.335,Ganesha 66/12 Kv,Chino 220/66 System,N/A,507,55668.7883409795
Chinowth,12,0,4,0,89,7,1.509,0,1.509,Liberty 66/12 Kv,Rector 220/66 System,N/A,508,49272.7385031171
China,12,0,6,0,90,5,0.3,0,0.3,Modena 66/12 Kv,Villa Park 220/66 System,N/A,509,33127.6953581707
Blaze,12,0,58,9,0,33,0,0,0,Firehouse 66/12 Kv,Chino 220/66 System,N/A,510,27777.5937865824
Blitz,12,0,5,0,92,4,0.841,0,0.841,Stadler 115/12 Kv,Valley 'D' 500/115 System,N/A,511,42518.7034388317
Clipper,4,0,1,0,99,1,0.03,0,0.03,Lunada 16/4 Kv,La Fresa 220/66 System,N/A,512,4229.50055700513
Clove,12,0,3,0,88,10,0.994,0,0.994,Moreno 115/12 Kv,Valley 'Ab' 500/115 System,N/A,513,72549.9416315543
Cloverfield,4,0,5,0,84,12,0.261,0,0.261,Ocean Park 16/4 Kv,La Cienega 220/66 System,N/A,514,20402.1934357867
Clutch,12,0,5,0,88,8,1.096,0,1.096,Narod 66/12 Kv,Chino 220/66 System,N/A,515,39244.9434220043
Clydesdale,12,0,3,0,92,5,1.838,0,1.838,Auld 115/12 Kv,Valley 'D' 500/115 System,N/A,516,85537.6576273041
Blue Crest,4,0,7,0,90,4,0.016,0,0.016,Perez 33/4 Kv,Mira Loma 220/66 System,N/A,517,2476.1818786273
Blue Ridge,2.4,0,38,0,20,42,0.011,0,0.011,Blue Ridge P.T. 12/2.4 Kv,Victor 220/115 System,N/A,518,15953.4691849717
Bobby,12,0,3,0,90,8,1.761,0,1.761,Merced 66/12 Kv,Walnut 220/66 System,N/A,519,50247.0208805724
Bobbit,12,0,6,0,88,6,1.422,0,1.422,Chase 66/12 Kv,Mira Loma 220/66 System,N/A,520,73525.8789090573
Bobcat,12,34,7,0,5,48,0.489,0,0.489,Wheatland 66/12 Kv,Vestal 220/66 System,N/A,521,142939.017965896
Coalinga,12,0,2,0,94,4,0.701,0,0.701,Victor 115/12 Kv,Victor 220/115 System,N/A,522,43570.9584711328
Coastal,12,0,8,0,79,14,0.461,0,0.461,Crown 66/12 Kv,Santiago 220/66 System,N/A,523,75668.7318689988
Cochise,12,0,2,0,92,6,0.545,0,0.545,Apple Valley 115/12 Kv,Victor 220/115 System,N/A,524,51725.6174093156
Brookside,4,0,1,0,95,3,0.167,0,0.167,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,525,24996.5807459587
Bodkin,12,0,3,0,89,8,0.648,0,0.648,Skylark 115/12 Kv,Valley 'D' 500/115 System,N/A,526,35165.1811673071
Bogart,16,0,13,0,82,5,0.252,0,0.252,Movie 66/16 Kv,La Cienega 220/66 System,N/A,527,49722.4522912751
Bohemia,12,0,2,0,92,6,1.441,0,1.441,Jefferson 66/12 Kv,Mira Loma 220/66 System,N/A,528,22566.6560861081
Boise,12,0,4,0,88,8,1.638,0,1.638,Savage 115/12 Kv,Victor 220/115 System,N/A,529,47870.5366393492
Bollero,12,0,4,0,90,7,1.566,0,1.566,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,530,54540.4858893463
Bolton,16,0,9,0,84,8,0.194,0,0.194,Jersey 66/16 Kv,Lighthipe 220/66 System,N/A,531,64714.9782457778
Brutte,12,0,11,0,84,6,0.332,0,0.332,Maxwell 115/12 Kv,Vista 220/115 System,N/A,532,64815.8770154761
Buffer,16,0,4,0,89,7,0.834,0,0.834,Chatsworth 66/16 Kv,Saugus 220/66 System,N/A,533,77637.860008479
Burnt Mountain,12,0,6,0,87,8,1.19,0,1.19,Yucca 115/12 Kv,Devers 220/115 System,N/A,534,93860.7492734617
Cachuma,16,0,6,0,84,10,2.099,0,2.099,Vegas 66/16 Kv,Goleta 220/66 System,N/A,535,231602.383981262
Bombay,12,0,56,1,9,44,2.023,0,2.023,Bloomington 66/12 Kv,Vista A 220/66 System,N/A,536,78820.0374071965
Border,12,0,12,0,77,12,0.284,0,0.284,Jefferson 66/12 Kv,Mira Loma 220/66 System,N/A,537,55080.6259123832
Borneo,12,0,4,0,91,6,2.281,0,2.281,Modena 66/12 Kv,Villa Park 220/66 System,N/A,538,37233.4424434382
Bow,12,0,69,0,0,32,1.591,0,1.591,Pico 66/12 Kv,Hinson 220/66 System,N/A,539,28767.0264399567
Cactus,12,0,8,0,0,92,1.8,0,1.8,Colton 66/12 Kv,Vista A 220/66 System,N/A,540,24066.0908056651
Cadiz,4,0,7,0,86,7,0.044,0,0.044,Newmark 66/4 Kv,Mesa 220/66 System,N/A,541,18911.6200286599
Bowen,12,12,4,0,53,30,1.671,0,1.671,Strathmore 66/12 Kv,Springville 220/66 System,N/A,542,226176.899338419
Bowie,12,0,22,0,67,13,0.048,0,0.048,Pioneer 66/12 Kv,Center 220/66 System,N/A,543,33416.5080573226
Bowman,12,0,5,0,86,9,1.462,0,1.462,Downs 115/12 Kv,Kramer 220/115 System,N/A,544,92996.0529962878
Brand,16,0,22,0,72,6,1.462,0,1.462,Santa Susana 66/16 Kv,Saugus 220/66 System,N/A,545,40052.1526120253
Cadway,16,1,7,0,85,8,0.318,0,0.318,Wakefield 66/16 Kv,Santa Clara 220/66 System,N/A,546,101513.66197472
Cagli,12,0,4,0,90,6,0.827,0,0.827,Padua 66/12 Kv,Padua 220/66 System,N/A,547,35998.4992284459
Cagney,16,0,18,0,73,8,0.086,0,0.086,Movie 66/16 Kv,La Cienega 220/66 System,N/A,548,37552.119751288
Caesar,16,0,6,0,91,3,1.522,0,1.522,Haskell 66/16 Kv,Saugus 220/66 System,N/A,549,32680.5026720049
Cafe,12,0,4,0,88,8,1.675,0,1.675,Coffee 33/12 Kv,Devers 220/115 System,N/A,550,57679.9182640388
Cahuilla,12,0,11,0,79,10,1.395,0,1.395,Indian Wells 115/12 Kv,Mirage 220/115 System,N/A,551,47414.9610878834
Braun,16,0,11,0,80,9,0.047,0,0.047,Alhambra 66/16 Kv,Eagle Rock 220/66 System,N/A,552,34472.9428020785
Brewer,12,0,70,0,0,31,0,0,0,Mira Loma 66/12 Kv,Mira Loma 220/66 System,N/A,553,33252.2093076508
Brickyard,16,0,10,0,80,10,0.342,0,0.342,Bandini 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,554,74670.9259063944
Bride,12,0,46,0,39,15,0.468,0,0.468,La Habra 66/12 Kv,Olinda 220/66 System,N/A,555,22528.8581920051
Brink,12,0,62,16,0,9,0,0,0,Pico 66/12 Kv,Hinson 220/66 System,N/A,556,24217.3656699883
Como,4,0,7,0,87,6,0.172,0,0.172,Perry 16/4 Kv,La Fresa 220/66 System,N/A,557,16699.5106471902
Concepcion,16,2,24,0,48,26,0.116,0,0.116,Gaviota 66/16 Kv,Goleta 220/66 System,N/A,558,116427.081423016
Conejo,16,0,7,0,88,5,1.899,0,1.899,Malibu 66/16 Kv,Moorpark 220/66 System,N/A,559,31140.3912033292
Constantine,16,0,3,0,95,3,2.817,0,2.817,Haskell 66/16 Kv,Saugus 220/66 System,N/A,560,44503.2127671194
Cooler,12,0,2,0,88,10,1.323,0,1.323,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,561,52632.3796201678
Flotilla,16,0,15,0,76,9,0.539,0,0.539,Vail 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,562,48716.0789445754
Cordon,12,0,5,0,90,5,0.597,0,0.597,Archline 66/12 Kv,Etiwanda 220/66 System,N/A,563,31772.8545863031
Cordoba,12,0,52,0,0,50,0.3,0,0.3,Santiago 66/12 Kv,Santiago 220/66 System,N/A,564,31098.8747858401
Cornish,4,0,1,0,95,4,0.214,0,0.214,Lynwood 16/4 Kv,Lighthipe 220/66 System,N/A,565,17136.6957871294
Avco,12,2,69,2,0,27,0.386,0,0.386,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,566,31697.0746705768
Avery,12,0,6,0,88,6,0.755,0,0.755,Narod 66/12 Kv,Chino 220/66 System,N/A,567,54600.4692144594
Corta,4,0,7,0,83,13,0.008,0,0.008,Victorville 33/4 Kv,Victor 220/115 System,N/A,568,3838.36075039752
Cota,4,0,6,0,58,35,0.252,0,0.252,Larder 12/4 Kv,Hinson 220/66 System,N/A,569,2249.12681945502
Frozen,12,0,0,0,0,100,0,0,0,Tejon (Pgae) 66/12 Kv,Pgae 500/220 System,N/A,570,105952.723514639
Courson,12,0,1,0,94,5,1.698,0,1.698,Palmdale 66/12 Kv,Antelope 220/66 System,N/A,571,43127.4233445491
Cowcatcher,12,0,6,0,89,6,0.335,0,0.335,Railroad 66/12 Kv,Walnut 220/66 System,N/A,572,55079.6795892063
Cowles,12,0,6,0,85,10,0.953,0,0.953,State Street 66/12 Kv,Hinson 220/66 System,N/A,573,45356.6310412251
Caswell,16,0,60,2,3,32,0,0,0,Fremont 66/16 Kv,Lighthipe 220/66 System,N/A,574,46060.1263320097
Catfish,12,0,9,0,81,10,1.954,0,1.954,Bayside 66/12 Kv,Ellis 'A' 220/66 System,N/A,575,50515.918763737
Caza,12,0,33,0,61,6,3.957,0,3.957,Oneill 66/12 Kv,Viejo 220/66 System,N/A,576,43872.7473748564
Cox,12,0,13,0,76,11,0.114,0,0.114,Bowl 66/12 Kv,Hinson 220/66 System,N/A,577,39350.9470282901
Creamery,16,0,15,0,75,11,0.094,0,0.094,Cudahy 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,578,31510.6112375736
Creosote,12,0,6,0,91,5,2.294,0,2.294,Tamarisk 115/12 Kv,Mirage 220/115 System,N/A,579,49017.5370865296
Cresta,16,0,7,0,85,7,0.011,0,0.011,Alhambra 66/16 Kv,Eagle Rock 220/66 System,N/A,580,36341.0791137206
Crestline,2.4,0,3,0,88,9,0.03,0,0.03,Huston 33/2.4 Kv,Vista 220/115 System,N/A,581,39731.6311170969
Crestwood,12,0,7,0,88,5,0.915,0,0.915,Liberty 66/12 Kv,Rector 220/66 System,N/A,582,33110.9758601647
Cromwell,12,0,8,0,85,7,0.472,0,0.472,Irvine 66/12 Kv,Santiago 220/66 System,N/A,583,65787.4618740078
Cedar,4,0,11,0,79,10,0.004,0,0.004,Colorado 66/4 Kv,La Cienega 220/66 System,N/A,584,16634.6040638554
Celestial,12,0,1,0,92,7,2.261,0,2.261,Sun City 115/12 Kv,Valley 'D' 500/115 System,N/A,585,75952.3955839671
Centaur,12,0,6,0,82,12,8.652,0,8.652,San Bernardino 66/12 Kv,San Bernardino 220/66 System,N/A,586,84672.75560934
Century,4,0,4,0,91,5,0.103,0,0.103,Lennox 16/4 Kv,El Nido 220/66 System,N/A,587,20954.4947304465
Crusade,12,0,12,0,78,9,0.825,0,0.825,Center 66/12 Kv,Center 220/66 System,N/A,588,58813.2654592348
Ambercrest,16,0,7,0,89,4,0.979,0,0.979,Oak Park 66/16 Kv,Moorpark 220/66 System,N/A,589,74391.7665548689
Anacapa,4,0,40,0,54,13,0.005,0,0.005,Santa Barbara 66/4 Kv,Goleta 220/66 System,N/A,590,7100.64034881664
Anapamu,4,0,21,0,65,14,0.016,0,0.016,Modoc 16/4 Kv,Goleta 220/66 System,N/A,591,10918.0119420779
Ceramic,4,0,4,0,86,10,0.186,0,0.186,Temescal P.T. 33/4 Kv,Mira Loma 220/66 System,N/A,592,12228.7481661342
Cero,4,0,8,0,83,10,0.115,0,0.115,Daisy 12/4 Kv,Hinson 220/66 System,N/A,593,16264.9627267229
Cerveza,16,0,12,0,79,10,1.102,0,1.102,Mesa 66/16 Kv,Mesa 220/66 System,N/A,594,83846.7136192368
Ceylon,12,0,8,0,85,8,0.806,0,0.806,Ganesha 66/12 Kv,Chino 220/66 System,N/A,595,67906.4223209049
Cessna,12,0,8,0,83,9,1.858,0,1.858,Stetson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,596,45693.4836480595
Anchor,4,0,3,0,93,3,0.081,0,0.081,Neptune 66/4 Kv,Hinson 220/66 System,N/A,597,17135.3012002195
Andes,12,0,14,0,81,6,2.269,1.991,4.26,Mira Loma 66/12 Kv,Mira Loma 220/66 System,N/A,598,40434.2696697031
Andretti,12,0,76,2,4,17,0.345,0,0.345,Cucamonga 66/12 Kv,Padua 220/66 System,N/A,599,65875.2205582998
Andria,12,0,4,0,92,4,0.931,0,0.931,Padua 66/12 Kv,Padua 220/66 System,N/A,600,30742.932204523
Chang,12,0,66,6,2,26,3.467,0,3.467,Wimbledon 66/12 Kv,Etiwanda 220/66 System,N/A,601,53119.717227958
Chardonnay,12,0,6,0,80,15,1.695,0,1.695,Pauba 115/12 Kv,Valley 'D' 500/115 System,N/A,602,174635.802617596
Chartreuse,12,0,15,0,78,7,0.05,0,0.05,Orange 66/12 Kv,Villa Park 220/66 System,N/A,603,26853.7198991466
Chavez,12,0,22,0,22,57,0.005,0,0.005,Baker 115/12 Kv,Eldorado 220/115 System,N/A,604,108401.27923911
Andrus,4,0,4,0,90,6,0.043,0,0.043,Naomi 16/4 Kv,Laguna Bell De 220/66 System,N/A,605,11823.2086731496
Ann,12,0,7,0,90,3,0.676,0,0.676,Merced 66/12 Kv,Walnut 220/66 System,N/A,606,30667.697105989
Annenberg,12,0,10,0,82,8,0.329,0,0.329,Santa Rosa 115/12 Kv,Mirage 220/115 System,N/A,607,55683.4008349268
Antler,12,0,6,0,88,5,0.235,0,0.235,Nogales 66/12 Kv,Walnut 220/66 System,N/A,608,41181.7051069111
Cheetah,12,0,11,0,83,6,0.448,0,0.448,Lampson 66/12 Kv,Barre 220/66 System,N/A,609,49627.4929625641
Chile,12,0,19,2,72,7,0.166,0,0.166,Ely 66/12 Kv,Barre 220/66 System,N/A,610,25932.6319886407
Chumash,16,0,72,0,5,22,0.099,0,0.099,Malibu 66/16 Kv,Moorpark 220/66 System,N/A,611,40435.584988348
Chuck Wagon,12,0,3,0,94,3,1.935,0,1.935,Ivyglen 115/12 Kv,Valley 'D' 500/115 System,N/A,612,61209.6879839125
Cimarron,16,0,10,0,82,8,0.158,0,0.158,Inglewood 66/16 Kv,El Nido 220/66 System,N/A,613,65148.6509747967
Antwerp,4,0,1,0,95,4,0.065,0,0.065,Athens 16/4 Kv,Lighthipe 220/66 System,N/A,614,12858.1284943962
Anzac,4,0,2,0,94,5,0.065,0,0.065,Athens 16/4 Kv,Lighthipe 220/66 System,N/A,615,13592.5696455414
Apache,12,0,63,1,19,18,0,0,0,Shawnee 66/12 Kv,Barre 220/66 System,N/A,616,19552.9602728
Apex,16,0,32,1,51,15,0.217,0,0.217,Laguna Bell 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,617,21800.6190166303
Cinder,12,0,36,0,8,55,0,0,0,Coso 12/12 Kv,Kramer 220/115 System,N/A,618,76581.0740918196
Circle,12,0,1,1,81,17,0.081,0,0.081,Oak Springs P.T. 33/12 Kv,Victor 220/115 System,N/A,619,37902.3443264952
Cisco,16,0,16,0,72,13,0.388,0,0.388,San Miguel 66/16 Kv,Santa Clara 220/66 System,N/A,620,47904.3940329693
Clarinet,16,0,7,0,87,6,2.276,0,2.276,Elizabeth Lake 66/16 Kv,Saugus 220/66 System,N/A,621,133769.025291066
Appleton,16,0,7,0,86,7,1.603,0,1.603,Royal 66/16 Kv,Moorpark 220/66 System,N/A,622,70125.1525811992
Aquarius,12,0,69,1,0,29,0.336,0,0.336,Estrella 66/12 Kv,Santiago 220/66 System,N/A,623,25404.1408933772
Arabia,12,0,4,0,93,4,1.314,0,1.314,Modena 66/12 Kv,Villa Park 220/66 System,N/A,624,36442.1407736006
Clubhouse,12,0,93,0,1,6,1.444,0,1.444,Santa Rosa 115/12 Kv,Mirage 220/115 System,N/A,625,63936.2232942308
Coach,12,0,5,0,90,5,1.057,0,1.057,Placentia 66/12 Kv,Villa Park 220/66 System,N/A,626,57646.9196975434
Cobra,16,0,9,0,87,4,0.109,0,0.109,North Oaks 66/16 Kv,Saugus 220/66 System,N/A,627,21833.7051465029
Coachella,33,0,0,0,0,100,26.38,0,26.38,Garnet 115/33 Kv,Devers 220/115 System,N/A,628,122619.191306568
Cobalt,12,0,3,0,93,4,1.204,0,1.204,Camden 66/12 Kv,Johanna 220/66 System,N/A,629,44980.725892288
Coal,12,0,7,0,88,5,0.416,0,0.416,Limestone 66/12 Kv,Viejo 220/66 System,N/A,630,48095.8106588116
Cocamo,12,0,8,0,85,7,0.602,0,0.602,Bryan 66/12 Kv,Villa Park 220/66 System,N/A,631,38396.8118772648
Arapaho,12,0,3,0,89,9,0.101,0,0.101,Gavilan 33/12 Kv,Valley 'Ab' 500/115 System,N/A,632,31700.38804676
Archie,33,45,0,0,0,55,0,0,0,Auld 115/33 Kv,Valley 'D' 500/115 System,N/A,633,127564.985491622
Arlene,16,0,7,0,89,5,1.147,0,1.147,Solemint 66/16 Kv,Saugus 220/66 System,N/A,634,36049.4666315678
Arrington,4,0,1,0,99,1,0.106,0,0.106,Arrington P.T. 12/4 Kv,Del Amo 220/66 System,N/A,635,6091.36067439276
Coffee,4,0,1,0,96,3,0.056,0,0.056,Bartolo 12/4 Kv,Mesa 220/66 System,N/A,636,7879.12286776159
Cogswell,4,0,4,0,91,6,0.096,0,0.096,Amador 66/4 Kv,Rio Hondo 220/66 System,N/A,637,17931.9311577514
Coker 1,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,638,3615.28444039118
Coker 2,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,639,3767.39666585357
Coker 3,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,640,3813.87151758809
Coker 4,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,641,5579.59473769397
Ashberry,12,0,2,0,94,4,2.108,0,2.108,Anaverde 66/12 Kv,Antelope 220/66 System,N/A,642,42704.1880468058
Ashley,4,1,4,0,77,21,0.05,0,0.05,Ashley P.T. 16/4 Kv,Goleta 220/66 System,N/A,643,10767.3503562023
Astor,12,0,6,0,85,9,0.461,0,0.461,Victor 115/12 Kv,Victor 220/115 System,N/A,644,63588.2849175099
Astoria,12,0,12,0,78,10,1.582,0,1.582,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,645,68744.274037459
Cola,4,0,3,0,90,8,0.061,0,0.061,Arro 33/4 Kv,San Bernardino 220/66 System,N/A,646,14473.4810074288
Abbot,12,0,13,0,80,6,0.382,0,0.382,Ellis 66/12 Kv,Ellis 'A' 220/66 System,N/A,647,51864.5171346848
Aberdeen,12,0,11,0,79,10,0.303,0,0.303,Bovine 66/12 Kv,Del Amo 220/66 System,N/A,648,25482.7882092192
Abrams,33,0,0,0,0,100,8.1,11.015,19.115,Tiefort 115/33 Kv,Kramer 220/115 System,N/A,649,33606.4071002976
Athel,12,0,9,0,82,9,1.828,0,1.828,Tamarisk 115/12 Kv,Mirage 220/115 System,N/A,650,27159.4085680743
Athena,12,0,28,5,37,31,0.004,0,0.004,Proctor 66/12 Kv,Walnut 220/66 System,N/A,651,14841.6943878754
Austin,12,0,11,0,78,10,0.189,0,0.189,Vera 66/12 Kv,Ellis 'C' 220/66 System,N/A,652,44127.8946816823
Colfax,12,0,10,0,84,7,0.38,0,0.38,La Habra 66/12 Kv,Olinda 220/66 System,N/A,653,35387.6970209456
Colgate,12,0,8,0,88,5,0.709,0,0.709,San Antonio 66/12 Kv,Padua 220/66 System,N/A,654,33349.9557491199
Coliseum,12,0,5,0,91,5,0.076,0,0.076,Stadium 66/12 Kv,Alamitos 220/66 System,N/A,655,28710.3028198798
Collette,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,656,4618.80565281405
Abri,12,0,20,0,70,11,0.084,0,0.084,Neptune 66/12 Kv,Hinson 220/66 System,N/A,657,38100.8213882034
Ackley,4,0,1,0,94,5,0.122,0,0.122,Newmark 66/4 Kv,Mesa 220/66 System,N/A,658,19274.8362986272
Academy,16,0,4,0,91,5,3.277,0,3.277,Newbury 66/16 Kv,Moorpark 220/66 System,N/A,659,78285.713283205
Collier,12,0,7,0,87,6,1.504,0,1.504,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,660,77707.968492709
Collins,16,0,11,0,85,4,1.823,0,1.823,Moorpark 66/16 Kv,Moorpark 220/66 System,N/A,661,65775.0341517753
Color,4,0,1,0,90,8,0.151,0,0.151,East Barstow 33/4 Kv,Kramer 220/115 System,N/A,662,9956.51857414847
Colyer,16,0,11,0,79,11,1.257,0,1.257,Bullis 66/16 Kv,Lighthipe 220/66 System,N/A,663,80194.3513146121
Comanche,12,0,2,0,94,5,0.743,0,0.743,Shawnee 66/12 Kv,Barre 220/66 System,N/A,664,37609.7187318383
Addis,16,0,17,0,74,9,0.66,0,0.66,Victoria 66/16 Kv,La Fresa 220/66 System,N/A,665,59160.0686314837
Agnes,4,0,6,0,91,4,0.108,0,0.108,Bullis 66/4 Kv,Lighthipe 220/66 System,N/A,666,13161.7137992006
Agra,16,0,6,0,84,10,0.094,0,0.094,Laguna Bell 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,667,30215.1522644009
Ajard,12,0,6,0,91,4,0.223,0,0.223,Borrego 66/12 Kv,Santiago 220/66 System,N/A,668,29622.5137365397
Comet,12,0,6,0,87,7,1.648,0,1.648,Chino 66/12 Kv,Chino 220/66 System,N/A,669,63718.4981547493
Concord,4,0,5,0,93,3,0.134,0,0.134,Monrovia 16/4 Kv,Rio Hondo 220/66 System,N/A,670,19159.6937739127
Concrete,12,0,22,1,68,10,0.042,0,0.042,Dalton 66/12 Kv,Rio Hondo 220/66 System,N/A,671,29928.7606724559
Akita,12,0,31,0,61,8,0.69,0,0.69,Moulton 66/12 Kv,Santiago 220/66 System,N/A,672,49726.9250734559
Alabama,12,0,17,0,70,14,0.433,0,0.433,Redlands 66/12 Kv,San Bernardino 220/66 System,N/A,673,91720.746224389
Alameda,12,0,10,0,80,9,0.129,0,0.129,Imperial 66/12 Kv,Center 220/66 System,N/A,674,46949.9500202903
Alejo,4,0,11,0,69,19,0.31,0,0.31,Palm Springs 33/4 Kv,Devers 220/115 System,N/A,675,9678.76616342682
Alfalfa,12,0,7,0,85,8,0.011,0,0.011,Redman 66/12 Kv,Antelope 220/66 System,N/A,676,126285.027121653
Alla,16,0,22,0,67,12,0.691,0,0.691,Culver 66/16 Kv,La Cienega 220/66 System,N/A,677,44822.8319411245
Conestoga,12,0,12,0,79,9,0.79,0,0.79,Ivyglen 115/12 Kv,Valley 'D' 500/115 System,N/A,678,79394.2357234953
Congress,12,0,10,0,80,10,0.037,0,0.037,Cornuta 66/12 Kv,Del Amo 220/66 System,N/A,679,17596.5293521575
Conte,12,0,4,1,80,16,0.297,0,0.297,Holgate 33/12 Kv,Kramer 220/115 System,N/A,680,119168.206187152
Converse,4,0,8,0,85,7,0.024,0,0.024,Naomi 16/4 Kv,Laguna Bell De 220/66 System,N/A,681,12386.3784120713
Conners,12,0,56,28,0,18,1.393,0,1.393,Wimbledon 66/12 Kv,Etiwanda 220/66 System,N/A,682,25745.0075932037
Conifer,16,0,6,0,91,3,2.217,0,2.217,Oak Park 66/16 Kv,Moorpark 220/66 System,N/A,683,49153.2359543722
Allegiance,12,0,6,0,87,8,1.141,0,1.141,Liberty 66/12 Kv,Rector 220/66 System,N/A,684,50758.5979530975
Allison,12,0,29,1,52,19,0.158,0,0.158,Cortez 66/12 Kv,Walnut 220/66 System,N/A,685,41927.1252483326
Allred,4,0,2,0,94,4,0.379,0,0.379,Lakewood 66/4 Kv,Del Amo 220/66 System,N/A,686,18214.4682664877
Connecticut,12,0,21,0,72,8,0.103,0,0.103,Carolina 66/12 Kv,Olinda 220/66 System,N/A,687,27991.7443121811
Convex,16,0,0,0,0,100,0,0,0,Fruitland 66/16 Kv,Laguna Bell De 220/66 System,N/A,688,13222.7325094833
Conway,16,0,26,0,55,20,0,0,0,Lundy 55/16 Kv,Inyo Sce 220/115 System,N/A,689,83024.2850120753
Allview,2.4,0,3,0,94,4,0.013,0,0.013,Allview P.T. 12/2.4 Kv,Vista 220/115 System,N/A,690,9291.55985390964
Almansor,16,0,15,0,79,7,0.049,0,0.049,Alhambra 66/16 Kv,Eagle Rock 220/66 System,N/A,691,50943.0675230952
Alondra,4,0,3,0,94,3,0.185,0,0.185,Woodruff 12/4 Kv,Del Amo 220/66 System,N/A,692,15998.2951404087
Cooper,12,52,6,0,10,33,0.462,0,0.462,Tipton 66/12 Kv,Springville 220/66 System,N/A,693,137702.38615044
Copper,16,0,71,2,0,22,0,0,0,Bandini 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,694,25027.6764109789
Copra,4,0,4,0,92,5,0.051,0,0.051,Moneta 16/4 Kv,La Fresa 220/66 System,N/A,695,13138.4450296655
Coral,4,0,0,0,95,5,0.051,0,0.051,Topaz 66/4 Kv,La Fresa 220/66 System,N/A,696,13532.3609289046
Corby,12,0,14,0,77,9,0.278,0,0.278,Eric 66/12 Kv,Del Amo 220/66 System,N/A,697,45292.69610414
Alpaca,4,0,5,0,91,5,0.062,0,0.062,Hoyt 16/4 Kv,Mesa 220/66 System,N/A,698,20626.9968449848
Alpine,2.4,0,2,0,91,7,0.015,0,0.015,Alpine P.T. 12/2.4 Kv,Vista 220/115 System,N/A,699,27649.1906091875
Alstot,12,0,2,0,95,3,0.456,0,0.456,Archline 66/12 Kv,Etiwanda 220/66 System,N/A,700,19562.0911700516
Alvord,33,0,0,0,0,100,0,0,0,Tiefort 115/33 Kv,Kramer 220/115 System,N/A,701,110162.735621885
Aluminum,12,0,6,0,85,9,0.777,0,0.777,Camden 66/12 Kv,Johanna 220/66 System,N/A,702,35356.0809316099
Alterra,12,0,10,0,87,4,5.838,0,5.838,Soquel 66/12 Kv,Chino 220/66 System,N/A,703,41172.2268964015
Colleen,12,0,16,0,68,16,0.417,0,0.417,Randall 66/12 Kv,Etiwanda 220/66 System,N/A,704,59115.7970675447
Commonwealth,4,0,12,0,70,18,0.005,0,0.005,Alhambra 66/4 Kv,Eagle Rock 220/66 System,N/A,705,30575.3009013109
Casa Loma,4,0,3,0,92,5,0.094,0,0.094,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,706,14462.5394342446
Casals,12,0,2,0,96,3,0.556,0,0.556,Wimbledon 66/12 Kv,Etiwanda 220/66 System,N/A,707,43355.1469888445
Cascada,12,0,2,0,58,41,0.004,0,0.004,Pitman 33/12 Kv,Big Creek 220/220 System,N/A,708,11642.213230756
Cascade,12,0,4,0,83,14,1.946,0,1.946,Cascade P.T. 33/12 Kv,Valley 'D' 500/115 System,N/A,709,121165.122354768
Case,33,0,30,0,0,70,0,0,0,Elsinore 115/33 Kv,Valley 'D' 500/115 System,N/A,710,68907.5647177679
Casey,16,0,9,0,81,10,0.124,0,0.124,San Marcos 66/16 Kv,Goleta 220/66 System,N/A,711,38146.1463681578
Cronin,12,0,5,0,90,5,1.805,0,1.805,Hamilton 66/12 Kv,Ellis 'A' 220/66 System,N/A,712,77689.0553970294
Crowther,12,0,13,0,83,5,0.605,0,0.605,Atwood 66/12 Kv,Villa Park 220/66 System,N/A,713,31229.3505525586
